SELL,Date,Retail,Institutional,Foreign,Regional,Local
SELL,7/5/2011,324593302.8,138515989.2,98271791.76,12272396.24,352565104
SELL,7/6/2011,272756612.9,163514361.1,131448444.5,14527823.43,290294706.1
SELL,7/7/2011,263080250,108502024,73573290.25,25267594.63,272741389.1
SELL,7/10/2011,285495242.3,84796900.75,34807461.44,7776135.003,327708546.6
SELL,7/11/2011,253857343.2,191506416.8,150532950.9,19596005.44,275234803.7
SELL,7/12/2011,328481530.6,276456831.4,231086454.3,22382719.39,351469188.3
SELL,7/13/2011,219352051.5,297987692.5,168135416.8,29488365.41,319715961.8
SELL,7/14/2011,271581128.5,133159748.5,97947292.23,10928003.68,295865581.1
SELL,7/17/2011,319550872.5,203445645.5,37655749.3,19350871.17,465989897.5
SELL,7/18/2011,275616200.8,124988742.2,81723408.37,19629642.21,299251892.4
SELL,7/19/2011,253896216.1,156275376.9,127153193.8,11484804.6,271533594.6
SELL,7/20/2011,274341257.7,225369594.3,193388099.7,12492771.3,293829981
SELL,7/21/2011,273189979.8,103104758.2,73753768.65,9031073.712,293509895.6
SELL,7/25/2011,254281216,148444815,121542716.2,14498137.12,266685177.7
SELL,7/26/2011,296112000,101888000,68456000,17910000,311634000
SELL,7/27/2011,199261768.2,97302851.82,80635920.18,6405795.792,209522904
SELL,7/28/2011,248665475.8,183796221.2,73950950.19,14703697.7,343807049.1
SELL,7/31/2011,289395173.2,49872321.77,29855539.56,13909967.3,295501988.1
SELL,8/1/2011,187893078.4,89644703.59,51622027.45,24700862.6,201214892
SELL,8/2/2011,216289776.9,122191877.1,85974340.12,19293454.28,233213859.6
SELL,8/3/2011,149574595,89744757,64376905.69,22496019.09,152446427.2
SELL,8/4/2011,228102765.6,129986348.4,105385626.3,14037093.27,238666394.5
SELL,8/7/2011,233759536.5,84713946.48,49681863.35,14968253.7,253823366
SELL,8/8/2011,231332012.1,126767077.9,85585682.51,18979251.77,253534155.7
SELL,8/9/2011,223826861.6,173734171.4,131195140.9,21070734.75,245295157.4
SELL,8/10/2011,200430169.8,191801082.2,138457632,32947425.17,220826194.9
SELL,8/11/2011,227280165.3,193609029.7,124162312.5,31566689.63,265160192.9
SELL,8/14/2011,170708444.5,53318385.54,18370200.06,10305234.18,195351395.8
SELL,8/15/2011,175213458.4,129505599.7,92634593.63,9751009.856,202333454.5
SELL,8/16/2011,170862816.2,112962459.8,47682646.37,12204486.87,223938142.8
SELL,8/17/2011,204126883.1,126710852.9,72784301.92,24812830.2,233240603.9
SELL,8/18/2011,212445387,136397613,65582484,32093556,251166960
SELL,8/21/2011,149940574.1,379884776,187558173.9,15364935.15,326902241
SELL,8/22/2011,152599130.7,191411869.3,21758952.84,49996710.46,272255336.7
SELL,8/23/2011,170633970,55671030,31456395,11994165,182854440
SELL,8/24/2011,199448462,92928943,50036225,26412172,215929008
SELL,8/25/2011,177974973.1,107241329.9,61036288.84,15116464.06,209063550.1
SELL,8/28/2011,201010163.2,56365205.81,6177008.856,3088504.428,248109855.7
SELL,8/29/2011,151034361,50076639,30568872,8446662,162095466
SELL,9/4/2011,194430410.8,53567562.17,28271768.92,9919918.92,209806285.2
SELL,9/5/2011,253672451.2,111849812.8,77856242.23,11696712.45,275969309.3
SELL,9/6/2011,46342559.81,280013495.2,78978165.31,10769749.82,236608139.9
SELL,9/7/2011,215983027,120963973,100073259,12467039,224406702
SELL,9/8/2011,219000870,59981130,39057480,14786046,225138474
SELL,9/11/2011,160396433.2,46033982.77,20849472.02,7431494.976,178149449
SELL,9/12/2011,181546294.9,106622427.1,71177674.33,27952366.03,189038681.6
SELL,9/13/2011,169642336,116915664,83674936,26936452,175946612
SELL,9/14/2011,169802036.5,169802036.5,140596086.2,11886142.56,187121844.2
SELL,9/15/2011,196898911.8,261005534.2,194151485.1,32511215.67,231241745.2
SELL,9/18/2011,127625908.5,66040113.5,30792897.5,11038963.25,151834161.2
SELL,9/19/2011,197075580.5,98390057.45,51706486.65,30432960.71,213326190.6
SELL,9/20/2011,207104243.8,188888574.2,128697665.9,32075418.26,235219733.9
SELL,9/21/2011,143274818.3,73152399.68,28135538.34,20344158.49,167947521.2
SELL,9/22/2011,155343386.3,153490383.7,112106658.5,33354047.16,163373064.3
SELL,9/25/2011,165471642.2,57836916.78,23224090.14,18757918.96,181326549.9
SELL,9/26/2011,155608794.3,112220455.8,77670482.5,27318583.5,162840184
SELL,9/27/2011,208402845,133802155,70494230,16083635,255627135
SELL,9/28/2011,202631758,105319242,81299064,13241893,213410043
SELL,9/29/2011,162398776.5,142289359.5,97195515.38,26203179.7,181289440.9
SELL,10/2/2011,110319908,126418092,86882846,9469520,140385634
SELL,10/3/2011,109154052.8,68911286.19,42023420,12820704.41,123221214.6
SELL,10/4/2011,110575766.9,93062846.14,36654950.34,16902004.88,150081657.8
SELL,10/5/2011,133356743.3,109110062.7,60616701.5,14305541.55,167544562.9
SELL,10/9/2011,114499678,47681169.02,27084201.45,8595584.891,126501060.7
SELL,10/10/2011,105463928.1,109330222.9,77755482.66,19331473.59,117707194.7
SELL,10/11/2011,126977986.6,140344090.4,99711134.72,22989698.62,144621243.7
SELL,10/12/2011,111309607.7,203124312.3,170423184.6,23268110.08,120742625.3
SELL,10/13/2011,189141797.2,224735220.8,164723053.2,31454653.37,217699311.5
SELL,10/16/2011,157803789.5,53163843.52,28058695.19,8438705.32,174470232.5
SELL,10/17/2011,209168649,95741918.04,67690145.87,11891512.11,225328909
SELL,10/18/2011,160643698.1,96386218.88,79422244.35,10024166.76,167583505.9
SELL,10/19/2011,189606270,119198730,90788670,23777985,194238345
SELL,10/20/2011,157942206.9,89616111.12,73277262.13,9902332.72,164378723.2
SELL,10/23/2011,157896610.8,29629055.23,11626591.29,12376693.96,163522380.8
SELL,10/24/2011,173820341.3,134919163.7,109602524.3,14819496.24,184008745
SELL,10/25/2011,168304670,82896330,66065863,15323261,169811876
SELL,10/26/2011,148138725,74626275,63488025,4900830,154376145
SELL,10/27/2011,187003480.8,134253143.2,101324339.2,5140105.984,214792178.8
SELL,10/30/2011,210158476.7,66402224.31,24088437.06,26660451.58,225811812.4
SELL,10/31/2011,169731900,177368100,100659000,26032500,220408500
SELL,11/1/2011,109348621.6,100131496.4,132391434.6,18643730.5,58444952.92
SELL,11/2/2011,185761013.9,79611863.1,114375710,88899913.8,62097253.22
SELL,11/3/2011,126115108.8,80630971.2,132110745.1,9923811.84,64711523.04
SELL,11/9/2011,90991246.56,86379604.44,90991246.56,5675867.232,80703737.21
SELL,11/10/2011,47106813,103394187,8428056,3762525,138310419
SELL,11/13/2011,144482082,23715918,15306018,9923682,142968300
SELL,11/14/2011,116631245.4,75829555.59,60432691.51,10200422.45,121827687
SELL,11/15/2011,118250110,67094890,53008670,9637940,122698390
SELL,11/16/2011,104866304.3,255499002.7,236399641.4,12612785.75,111352879.9
SELL,11/17/2011,83446188.8,146433119.2,124824464.2,22298292.88,82756550.88
SELL,11/20/2011,102429533.7,98412689.27,58244244.67,27314542.33,115283436
SELL,11/21/2011,124381990.4,138582048.6,100715226.9,24981583.71,137267228.4
SELL,11/22/2011,104683708.8,146356360.2,106943069.4,5773921.587,138323078
SELL,11/23/2011,114406540,152898460,130177535,6148015,130979450
SELL,11/24/2011,106224247.7,144896905.3,122798243.8,7533634.59,120789274.6
SELL,11/29/2011,172891702.5,243714809.5,201220945.3,19580506.06,195805060.6
SELL,11/30/2011,162343049.5,124989781.5,101715822.2,18101968.35,167515040.5
SELL,12/1/2011,182840918.5,135143287.6,113838345.7,23848815.45,180297044.8
SELL,12/4/2011,140872009.3,59230276.66,49425264.64,8804500.584,141872520.8
SELL,12/5/2011,115743505,184110135,172415843,6296926.44,121140870.6
SELL,12/6/2011,144761189.4,110100059.6,94043800.88,17585426.18,143232021.9
SELL,12/7/2011,198708473,216131763,208664638.7,18252970.38,187507786.7
SELL,12/8/2011,121921242.8,39778018.21,27650573.63,30561160.33,103487527
SELL,12/11/2011,102523994.8,49588757.15,42439457.81,4715495.312,104957798.9
SELL,12/12/2011,127167746.4,84425841.61,66863573.81,5289839.7,139440174.5
SELL,12/13/2011,93285014.68,69800675.32,53981363.39,3750970.87,105353355.7
SELL,12/14/2011,87644010.96,45149945.04,27222760.98,3585436.812,101985758.2
SELL,12/15/2011,92788135.36,98527607.65,70595509.17,26401572.53,94318661.3
SELL,12/18/2011,102047997.5,52570180.52,31696726.49,4174690.806,118746760.7
SELL,12/19/2011,77582593.48,82052372.52,71037559.87,5108318.912,83489087.22
SELL,12/20/2011,104637256.7,78295010.28,55245544.63,4390374.408,123296348
SELL,12/21/2011,88866632.73,50422760.27,37190267.93,20475540.77,81623584.3
SELL,12/22/2011,92143350.59,110815571.4,94172939.81,15830795.92,92955186.28
SELL,12/25/2011,75711233.18,23128496.82,9290934.62,4941986.5,84606808.88
SELL,12/26/2011,66921785.13,20102642.87,5308490.108,4612294.684,77103643.21
SELL,12/27/2011,69411310.08,47246353.92,26364632.06,14115577.34,76177454.59
SELL,12/28/2011,127518239.1,66278476.87,42247684.09,17635501.16,133913530.8
SELL,12/29/2011,102066357.8,1158012133,34022119.26,12600784.91,1213455587
SELL,1/2/2012,56501750.97,38459175.03,17187927.61,1899218.52,75873779.87
SELL,1/3/2012,71260901.25,35898348.75,16395365.25,6322395.75,84441489
SELL,1/4/2012,59708820.61,40642138.4,26994407.97,3311581.647,70044969.38
SELL,1/5/2012,65291029.66,28644788.34,17693750.68,5586363.096,70655704.23
SELL,1/9/2012,93378041.8,77331358.2,59918999.4,13144623.8,97645776.8
SELL,1/10/2012,117696082,140409361,105565126.2,14195799.37,138344517.4
SELL,1/11/2012,114731017,65947749.96,45169691.75,18609913,116899162.2
SELL,1/12/2012,146817865.4,73960879.58,35545377.95,47908987.67,137324379.4
SELL,1/15/2012,138051722.9,47252603.13,21309997.49,13341911.47,150652417
SELL,1/16/2012,143247327.1,61978069.89,30783809.55,8209015.88,166232571.6
SELL,1/17/2012,185584092.2,72889573.81,40580365.56,13957577.96,203935722.5
SELL,1/18/2012,172845123.9,114273022.1,73215127.23,25553514.99,188349503.8
SELL,1/19/2012,143450128.4,98864277.65,58882400.66,15508121.98,167923883.4
SELL,1/22/2012,186283771.6,133791437.4,78098351,52812409.49,189164448.5
SELL,1/23/2012,128115976.9,103978184.1,59184011.06,15782402.95,157127747
SELL,1/24/2012,269811879.2,224349071.8,138365066.3,59793475.07,296002409.6
SELL,1/26/2012,365676218.1,288485173.9,152419604.3,46445458.83,455296328.8
SELL,1/29/2012,406450264.4,192151008.6,110980676,40226005.55,447394591.4
SELL,1/30/2012,287536781.1,164565075.9,105656204,35942097.63,310503555.4
SELL,1/31/2012,355798760,253445692,172416179.9,37773156.02,399055116.1
SELL,2/1/2012,324026400.4,140194803.6,75668056.25,28317493.44,360235654.3
SELL,2/2/2012,367031961,158801794,92546740.88,44695869.18,388591144.9
SELL,2/6/2012,190908362.7,146385564.3,81287836.41,36765038.04,219241052.6
SELL,2/7/2012,216325427.3,194939643.7,155458196.8,10692891.85,245113982.3
SELL,2/8/2012,286695547.5,212774047.5,117375354.8,40956506.79,341137733.4
SELL,2/9/2012,426191305.3,272482965.7,204711561.4,67771404.29,426191305.3
SELL,2/12/2012,451006849.8,124991681.2,44927885.42,63935836.94,467134808.6
SELL,2/13/2012,494403062.4,213910780.6,135287944,44623772.11,528402126.9
SELL,2/14/2012,552420603.5,310736589.5,242547171.2,54378903.16,566231118.6
SELL,2/15/2012,423050799.6,190956166.4,84118954.34,33156376.16,496117628.5
SELL,2/16/2012,419974484,253061548,133261134.3,52496810.5,487278087.2
SELL,2/19/2012,465109126.3,197439486.7,98719743.34,34452527.88,529376341.8
SELL,2/20/2012,520914343.8,323355257.2,146058641,42213480.05,655997480
SELL,2/21/2012,374649052.1,175496398.9,105077781.1,25306690.75,419760979.1
SELL,2/22/2012,310455887.9,126805926.1,87015100.99,17927734.37,332318978.6
SELL,2/23/2012,471402818.1,272134749.9,201498680.9,29741502.72,512297384.4
SELL,2/26/2012,492270468.9,183925230.1,93315006.46,43276524.74,539604167.8
SELL,2/27/2012,464179193.8,155552707.2,82424342.83,34704986.46,502602571.7
SELL,2/28/2012,460037103.9,151714364.1,65457407.08,27528816.06,518765244.9
SELL,2/29/2012,495950516.1,275356662.9,201311173.7,43193202.02,526802803.3
SELL,3/1/2012,471158983.2,232063379.8,168773367.1,49225565.41,485223430.5
SELL,3/4/2012,391209710.4,232729221.6,142882015.4,33068763.4,447988153.2
SELL,3/5/2012,441321887.9,198275051.1,93381153.09,46690576.55,499525209.4
SELL,3/6/2012,552523308.4,236795703.6,125501722.9,48148459.73,615668829.4
SELL,3/7/2012,532324532.8,284124137.2,137163376.6,50619817.54,628665475.9
SELL,3/8/2012,360370730.2,251464125.8,125426145.5,51394127.9,435014582.6
SELL,3/11/2012,334021335.1,228304144.9,38800458.12,127647884,395877137.9
SELL,3/12/2012,393593443.1,239193442.9,133518032.9,28475409.87,470793443.2
SELL,3/13/2012,332297738.8,249659772.2,106498224.5,30261790.57,445197495.9
SELL,3/14/2012,335129242.5,271988950.5,173028685,31570146.04,402519362
SELL,3/15/2012,291250865.5,204917559.5,138927159,38204968.73,319036297.3
SELL,3/18/2012,166926500,43573500,17471500,11788000,181240500
SELL,3/19/2012,207210342.6,136422066.4,102058825.5,14776193.59,226797389.9
SELL,3/20/2012,302429584.9,185360068.1,116581727.1,52193492.87,319014433.1
SELL,3/21/2012,235061100.6,131077685.4,85676475.92,24531298.66,255931011.4
SELL,3/22/2012,223096266,106440316,63271023.74,17135902.26,249129656
SELL,3/25/2012,243203530.6,96941267.43,30272887.02,49661140.51,260210770.5
SELL,3/26/2012,259665668.7,129055392.3,69192348.86,20602216.23,298926495.9
SELL,3/27/2012,221452955.9,204418113.1,159701650.9,17886584.9,248282833.2
SELL,3/28/2012,307152820.2,168589065.8,114006520.2,31087899.3,330647466.5
SELL,3/29/2012,259686851.1,212471060,147313268.2,54770317.68,270074325.1
SELL,4/1/2012,165145889.8,54755428.18,43540460.96,10115460.63,166245396.4
SELL,4/2/2012,180266577.6,167738398.4,118913300.3,16878241.34,212213434.4
SELL,4/3/2012,186167220.7,192221439.3,151355464,37838866,189194330
SELL,4/4/2012,186666406.1,185475551.9,111754230,37884051.32,222503676.7
SELL,4/5/2012,242476662,137580802,86653101.79,31164712.05,262239650.2
SELL,4/8/2012,163563113.6,75564245.44,42564669.9,22956226.46,173606462.6
SELL,4/9/2012,216946960.1,89908711.9,51244897.22,46028350.8,209582424
SELL,4/10/2012,224807810.1,123191895.9,75759536,33233971.92,239006198.1
SELL,4/11/2012,256898047.6,167726824.4,130784460.6,30997615.66,262842795.8
SELL,4/12/2012,223899555.2,200957285.8,181838727.9,19543414.69,223474698.4
SELL,4/17/2012,128242071.9,134549059.1,125876951.7,11300018.63,125614160.6
SELL,4/18/2012,138592323.3,115705517.7,86562985.08,25480643.67,142254212.3
SELL,4/19/2012,133393591.7,176824063.4,159451874.7,9306529.65,141459250.7
SELL,4/22/2012,240503050.2,70626380.84,40446826.03,20845671.88,249836933.1
SELL,4/23/2012,412436614.4,376161118.6,286260977.1,76493980.1,425842775.8
SELL,4/24/2012,260062888.2,226946265.8,206978890.5,22889430.24,257140833.3
SELL,4/26/2012,281003702.1,255262904.9,209143976.7,34321062.85,292801567.4
SELL,4/29/2012,210167665.1,46761020.85,26463654.66,24665153.86,205799877.5
SELL,4/30/2012,205562542.7,145226779.3,120671526.8,14382362.2,215735433
SELL,5/2/2012,223379589.5,133456815.5,97416338.57,19269165.87,240150900.6
SELL,5/3/2012,173358736.3,147082550.7,110231802.7,28519274.54,181690209.7
SELL,5/7/2012,189037262.4,48446735.59,28973047.76,15198975.87,193311974.4
SELL,5/8/2012,227333818.6,160607851.4,77588334,39182108.67,271171227.3
SELL,5/9/2012,198844670.9,133671501.1,100087367.8,35246714.23,197182090
SELL,5/10/2012,159860967.8,116237422.2,87799288.02,23192264.76,165106837.2
SELL,5/13/2012,191691614.8,77538181.25,52769040.02,18846085.72,197614670.3
SELL,5/14/2012,213250100.5,174068909.5,135189827.3,32697470.82,219431711.9
SELL,5/15/2012,166950909.1,199974165.9,97235144.88,24583980.03,245105950.1
SELL,5/16/2012,142251875,188566439,113139863.4,13894369.19,203784081.4
SELL,5/17/2012,211323498.8,162039573.2,119476183,18294790.53,235592098.4
SELL,5/20/2012,132522385.6,114260455.4,89582171.28,5676005.343,151524664.4
SELL,5/21/2012,156596008.5,133934619.5,101395189.2,34573144.73,154562294.1
SELL,5/22/2012,103215186.2,108725647.8,87955446.11,15047799.21,108937588.7
SELL,5/23/2012,190993520.3,201190299.7,149422035.4,27060683.58,215701101
SELL,5/24/2012,145835917.2,190967586.8,123270082.5,68707914.82,144825506.7
SELL,5/27/2012,16701295.62,232571773.4,36393868.07,12463653.45,200415547.5
SELL,5/28/2012,155515146.6,85220374.43,67646681.4,8666478.756,164422360.8
SELL,5/29/2012,114132792,138373385,106810112.9,27523173.29,118172890.8
SELL,5/30/2012,150594914.7,176075182.3,152881605.4,19926875.92,153861615.7
SELL,5/31/2012,184773622.8,223115169.2,161116072.8,24473327.52,222299391.6
SELL,6/3/2012,102145706.7,43985490.3,35948274.46,9936921.396,100246001.1
SELL,6/4/2012,62670069.43,94792416.57,36688759.24,13384311.31,107389415.5
SELL,6/5/2012,131015276.6,83763865.38,61212055.47,13531085.95,140036000.6
SELL,6/6/2012,85503852.21,62171194.79,36475736.61,15948905.08,95250405.32
SELL,6/7/2012,73230723.99,51099877.01,34563907.08,7459836.06,82306857.86
SELL,6/10/2012,55578858.38,25439885.62,21469967.16,1620374.88,57847383.22
SELL,6/11/2012,109120429.6,58757154.4,37940333.98,19305922.16,110631327.9
SELL,6/12/2012,113157793.2,60663701.76,41021872.82,18598899.97,114200722.2
SELL,6/13/2012,149302201.2,124145053.8,97894117.29,31446434.33,144106703.4
SELL,6/14/2012,127892566.2,177340288.8,152311194.6,18313971.3,134607689.1
SELL,6/18/2012,113371320.8,101754525.2,78305807.94,11401669.84,125418368.2
SELL,6/19/2012,127764576.7,116060951.3,87777190.08,8046242.424,148002095.5
SELL,6/20/2012,105193773.6,132801189.4,85440191.72,36889219.27,115665552
SELL,6/21/2012,92617751.95,98346685.06,67983339.57,24634412.37,98346685.06
SELL,6/24/2012,130183193.4,59588225.57,38523598.06,17079427.71,134168393.2
SELL,6/25/2012,336563515.4,182824625.6,139196021.8,57132695.51,323059423.7
SELL,6/26/2012,319933107.6,199438820.4,142827280.2,55053424.37,321491223.4
SELL,6/27/2012,245336642,152291627,97021297.64,22267183.06,278339788.3
SELL,6/28/2012,306330593.3,481151651.7,437840128.2,31499289.8,318142827
SELL,7/2/2012,448927390.3,303044787.7,218823903.8,71437356.91,461710917.3
SELL,7/3/2012,412171583.7,201178987.3,145977435.9,33120930.83,434252204.3
SELL,7/4/2012,298762583.4,89240771.65,29488254.98,20564177.82,337950922.2
SELL,7/5/2012,282415068.7,119313336.3,82354323.03,22898519.09,296475562.9
SELL,7/8/2012,325821418.5,46971966.51,25909140.26,17036657.69,329847587
SELL,7/9/2012,278882128.2,150167299.8,105975208.7,21023421.97,302050797.3
SELL,7/10/2012,158193320.2,123791207.8,86287265.57,12971288.29,182725974.1
SELL,7/11/2012,210898752.8,105766041.2,69666254.68,21849870.79,225148668.5
SELL,7/12/2012,281180933.4,108806491.6,67467824.53,25739170.05,296780430.4
SELL,7/15/2012,143157768.3,17693656.75,6224950.148,10889641.47,143736833.4
SELL,7/16/2012,164533145.7,127710452.3,93517951.36,18703590.27,180022056.4
SELL,7/17/2012,177777765.9,234699649.1,180665107.8,58984270.35,172828036.9
SELL,7/18/2012,114612659.8,90052804.16,60990308.27,32337143.31,111338012.4
SELL,7/19/2012,182618264.5,118235548.5,84840775.27,38810141.88,177202895.9
SELL,7/22/2012,122112881.1,145678524.9,112472390.5,34277299.97,121041715.5
SELL,7/24/2012,254551687.2,274661799.8,239733709.6,24343820.4,265135957
SELL,7/25/2012,142039800.3,69959901.66,57875918.65,16323977.05,137799806.3
SELL,7/26/2012,188338937.4,95304040.61,62968741.12,13614862.94,207059373.9
SELL,7/29/2012,148653663.2,22016443.8,11434897.17,8874845.564,150360364.3
SELL,7/30/2012,200628747.7,141157875.3,125777477.3,13329678.3,202679467.4
SELL,7/31/2012,285172846.8,125739036.2,94509733.09,37803893.24,278598256.7
SELL,8/1/2012,273130373,91529671.04,83871810.12,33548724.05,247239509.8
SELL,8/2/2012,308594382.2,145220885.8,97116467.35,74879519.22,281819281.4
SELL,8/5/2012,247949012.5,39694853.51,12081042.37,27613811.14,247949012.5
SELL,8/6/2012,298876189.9,80890252.15,37596877.76,32280147.57,309889416.7
SELL,8/7/2012,254220596.4,88857131.55,69644778.78,20241585.95,253534441
SELL,8/8/2012,232247688,247602907,224090227.9,15835069.64,239925297.5
SELL,8/9/2012,167157547.4,102886955.6,95055665.06,11341869.13,163646968.8
SELL,8/12/2012,139435303.3,20284402.66,12138697.66,4951310.886,142629697.5
SELL,8/13/2012,282994098.8,157806678.2,129154627.7,57304101.01,254342048.3
SELL,8/14/2012,185528698.4,175422076.7,99622413.9,32124618.98,229203742.1
SELL,8/15/2012,294198798.3,295377951.8,274153188.8,67801326.25,247622235
SELL,8/16/2012,335050089.7,123294766.3,80210349.8,37125933.34,341008572.9
SELL,8/21/2012,231349230,71860770,55790640,20315070,227104290
SELL,8/22/2012,252842204.9,71314468.06,57375731.12,16531990.32,250248951.6
SELL,8/23/2012,420674202.8,198875433.2,137540019.2,63194062.87,418196004.3
SELL,8/26/2012,369235684.7,112795235.3,66038236.04,30849978.88,385142705.1
SELL,8/27/2012,458762665.6,176642688.4,100394045.9,42572158.72,492439149.4
SELL,8/28/2012,510938341.2,284915772.8,210901340.2,98685910.14,486266863.7
SELL,8/29/2012,382819869.3,133109873.7,107313386.5,73777953.25,334838403.2
SELL,8/30/2012,449453905.1,214436648.9,133442001.4,43152886.01,487295666.6
SELL,9/2/2012,467370766.6,151663361.4,73046027.1,51379832.62,494608268.3
SELL,9/3/2012,583712703,167526297,99163548,53337969,598737483
SELL,9/4/2012,639257337.8,244916020.2,159151204.4,86648989.08,638373164.5
SELL,9/5/2012,402905902.1,278829972.9,214746800.6,53175398.25,413813676.1
SELL,9/6/2012,455211651.8,202608654.2,140115725.2,32891015.3,484813565.5
SELL,9/9/2012,515673986.5,146295187.5,64872979.05,37070273.74,560025921.2
SELL,9/10/2012,536448515.9,219112774.1,154890064.5,77067251.58,523603974
SELL,9/11/2012,730967296.2,244956997.8,163955281.4,86857262.17,725111750.4
SELL,9/12/2012,733760605.5,286768748.5,195941636,81642348.32,742945369.7
SELL,9/13/2012,658817074,236314820,130689256.5,82352134.25,682090503.2
SELL,9/16/2012,824853765.7,199809297.3,80948381.98,81973045.04,861741636
SELL,9/17/2012,1014583123,354624870.2,205381199,109536639.4,1054290155
SELL,9/18/2012,915731931.5,264334990.5,153408699.9,121546893,905111329.2
SELL,9/19/2012,722309620,208501746,112628175.3,57710304.69,760472886
SELL,9/20/2012,650301042.2,252894849.8,175220003,73158867.25,654817021.7
SELL,9/23/2012,532543196.8,125730223.2,75043169.88,44104319.14,539125931
SELL,9/24/2012,557195654.3,265840762.7,173660684,62550767.69,586824965.3
SELL,9/25/2012,684086264.5,304477701.5,191781409.4,83039373.14,713743183.5
SELL,9/26/2012,629921449.6,147759352.4,77768080.2,66880548.97,633032172.8
SELL,9/27/2012,558446791.6,204458661.4,93074465.27,65609868.96,604221118.8
SELL,9/30/2012,408518505.6,124795470.4,68797502.9,23999128.92,440517344.2
SELL,10/1/2012,523852826.1,326557605.9,186239884.6,28063544.26,636107003.1
SELL,10/2/2012,404686134.3,141448999.7,69359162.02,32221972.91,444553999.1
SELL,10/3/2012,310857891,148311815,126730838.9,21580976.18,310857891
SELL,10/4/2012,480385393.6,183130343.4,81612435.65,55071806.17,526831495.2
SELL,10/8/2012,387783863.6,204252569.4,139720598.2,60387716.17,391928118.6
SELL,10/9/2012,445390892.9,225378524.1,169033893.1,69089249.95,432646274
SELL,10/10/2012,420214577.2,153849052.8,96442689.84,44776963.14,432843977
SELL,10/11/2012,695842662.2,126666394.8,77315851.36,24675271.71,720517933.9
SELL,10/14/2012,330380140.3,52447368.73,14930272.85,16461582.89,351435653.3
SELL,10/15/2012,371838702.5,74546294.5,37942724.75,23658404.84,384783867.4
SELL,10/16/2012,406723611.7,160533866.3,82819591.79,47082370.67,437355515.5
SELL,10/17/2012,473673836.7,125913298.4,52164080.75,64755410.58,482667643.7
SELL,10/18/2012,399703424.9,179576901.1,111221822.6,53873070.32,414185433.1
SELL,10/21/2012,275507958.2,67590370.81,27104767.99,30192652.95,285800908.1
SELL,10/22/2012,258041034,66538882.99,25966393.36,27589292.95,271024230.7
SELL,10/23/2012,266253123.2,113565882.8,36082805.57,31524977.5,312211222.9
SELL,10/24/2012,439435248.8,146478416.3,86715222.42,68551898.81,431232457.4
SELL,10/29/2012,389407888.1,190068135.9,148345862.1,45199129.87,385931032
SELL,10/30/2012,411706869.2,112093218.8,63379810.65,52380008.8,408040268.6
SELL,10/31/2012,316596083.8,85175596.16,57855121.92,34552364.48,309364193.6
SELL,11/1/2012,365127172.1,165580926.9,89158960.63,40864523.62,400684614.7
SELL,11/4/2012,307750924.4,76457470.61,41110298.27,17673586.17,325424510.6
SELL,11/5/2012,354855903.8,134600515.2,78802483.46,38667057.1,371986878.4
SELL,11/6/2012,254481661.4,97986013.65,50402877.53,34189364.48,267875433
SELL,11/7/2012,271949184.9,138850188.1,80516677.11,33274749.21,297007946.7
SELL,11/8/2012,211025590.3,136055972.7,101347816.4,18048241.28,227685505.3
SELL,11/11/2012,168104533.3,30131944.66,12290661.64,12092425.16,173853391.2
SELL,11/12/2012,230176718,81293807.03,35819110.38,24294700.95,251356713.7
SELL,11/13/2012,236085874.6,115755965.4,91830720.24,28147347.2,231511930.7
SELL,11/14/2012,209409132.1,163204981.9,131905396.4,17512863.36,223195854.3
SELL,11/18/2012,223577249.1,56244088.94,34977667.25,9234104.154,235329745.3
SELL,11/19/2012,284719030.3,117426492.7,78016231.46,22922294.81,301206996.7
SELL,11/20/2012,276414083.1,112901526.9,71634072.24,14404677.57,303666175.8
SELL,11/21/2012,226042655.5,109830532.5,66502891.22,15786039.84,253584256.9
SELL,11/22/2012,215939741.3,45805399.68,29315455.79,8637589.653,223792095.6
SELL,11/25/2012,221017250.8,107388768.2,41050752.38,13464646.78,273890619.8
SELL,11/26/2012,305601061.5,103503438.5,62592988.5,36001196,310510315.5
SELL,11/27/2012,159411916.8,57770531.17,26496258.66,15202771.36,175483418
SELL,11/28/2012,260402269.2,179466428.8,115685467.6,29031334.07,295151896.4
SELL,11/29/2012,191681519.6,171351661.4,103101423.4,29042654.48,230889103.1
SELL,12/2/2012,147820664.7,51936990.3,22772372.67,19376492.54,157608789.8
SELL,12/3/2012,139693080.9,87081401.09,65537825.3,13379694.44,147856962.3
SELL,12/4/2012,261480763.3,118026875.7,79317096.55,33396672.23,266793870.2
SELL,12/5/2012,230539775.8,127997978.2,34061086.63,27248869.3,297227798.1
SELL,12/6/2012,185252780.2,221003316.8,121064316.9,58907134.07,226284646
SELL,12/9/2012,137888525.4,84871612.58,24726375.32,29849858.49,168183904.2
SELL,12/10/2012,185193506.2,99281925.77,76239415.78,7965312.096,200270704.1
SELL,12/11/2012,110695938.6,56266261.4,41072701.2,10017732,115871766.8
SELL,12/12/2012,330428512.8,136938549.2,97679715.96,30378859.03,339308487
SELL,12/13/2012,265365499.8,204307951.2,136674974.2,45088651.3,287909825.5
SELL,12/16/2012,334926547.1,104033540.9,50041450.03,41262248.27,347656389.7
