TOTAL,2020-11-09,2018361752.0,1005915571.5,1012446180.5,409376695.0,112336044.5,1496649011.0
TOTAL,2020-11-09,2018361752.0,1005915571.5,1012446180.5,409376695.0,112336044.5,1496649011.0
TOTAL,2020-11-09,2018361752.0,1005915571.5,1012446180.5,409376695.0,112336044.5,1496649011.0
TOTAL,2020-11-09,2018361752.0,1005915571.5,1012446180.5,409376695.0,112336044.5,1496649011.0
