Date,Foreign,Regional,Local,Total Turnover,Retail,Institutional,,,,,,,,,,,,,,,
12/15/2010 0:00,214645824.8,75832956.06,996110863.5,1285304340,598951822.4,686352517.6,,,,,,,,,,,,,,,
12/16/2010 0:00,282160076.5,31351119.62,666211291.8,979722488,402665942.6,577056545.4,,,,,,,,,,,,,,,
12/19/2010 0:00,91286099.52,34993004.82,634438391.7,760717496,334715698.2,426001797.8,,,,,,,,,,,,,,,
12/20/2010 0:00,300054070.7,53053038.58,515745112.8,869721944,456604020.6,413117923.4,,,,,,,,,,,,,,,
12/21/2010 0:00,200906317,48246319.84,470941689.2,720094326,375169143.8,344925182.2,,,,,,,,,,,,,,,
12/22/2010 0:00,133865446.6,33767860.39,435364200.1,602997507,380491426.9,217682100,,,,,,,,,,,,,,,
12/23/2010 0:00,96160704.38,68395993.96,512631360.7,677188059,418502220.5,258685838.5,,,,,,,,,,,,,,,
12/26/2010 0:00,17550810,23626090.39,633854253.6,675031154,228835561.2,446195592.8,,,,,,,,,,,,,,,
12/27/2010 0:00,69806870.08,51482566.68,752169025.1,872585876,335072976.4,537512899.6,,,,,,,,,,,,,,,
12/28/2010 0:00,142255113.5,54495739.99,510986029.5,707736883,354576178.4,353160704.6,,,,,,,,,,,,,,,
12/29/2010 0:00,217035612.1,72821159.32,1138009098,1427865869,425504029,1002361840,,,,,,,,,,,,,,,
12/30/2010 0:00,124157050.1,93482955.39,511965247.9,730335589,481291153.2,249044435.8,,,,,,,,,,,,,,,
1/2/2011 0:00,37999015.23,69664861.26,468078778.5,575742655,483048087.5,92694567.46,,,,,,,,,,,,,,,
1/3/2011 0:00,86298099.79,77258008.76,534338919.3,695391618,543518088.6,151803990.2,,,,,,,,,,,,,,,
1/4/2011 0:00,185821142,69260607.47,1435890643,1689283109,582802672.6,1106480436,,,,,,,,,,,,,,,
1/5/2011 0:00,225807333.9,185639683.1,674165165,1085612182,648110472.7,437501709.3,,,,,,,,,,,,,,,
1/6/2011 0:00,154365425.3,43311162.49,912866040.2,1110542628,500854725.2,609687902.8,,,,,,,,,,,,,,,
1/10/2011 0:00,230989464.4,111579656.5,636199796.1,978768917,624454569,354314348,,,,,,,,,,,,,,,
1/11/2011 0:00,141281503.9,85748889.66,589625698.4,816656092,503060152.7,313595939.3,,,,,,,,,,,,,,,
1/12/2011 0:00,825354524.4,50739007.65,815206722.9,1691300255,544598682.1,1146701573,,,,,,,,,,,,,,,
1/13/2011 0:00,178181326.6,87343787.55,899058719.8,1164583834,553177321.2,611406512.9,,,,,,,,,,,,,,,
1/16/2011 0:00,84999996.22,54018689.18,655373802.6,794392488,506822407.3,287570080.7,,,,,,,,,,,,,,,
1/17/2011 0:00,364227638.3,128550931.2,1155310292,1648088861,901504607,746584254,,,,,,,,,,,,,,,
1/18/2011 0:00,465738474.4,133864950.7,794823144.9,1394426570,698607711.6,695818858.4,,,,,,,,,,,,,,,
1/19/2011 0:00,465748445.2,122501544.2,624636586.6,1212886576,515476794.8,697409781.2,,,,,,,,,,,,,,,
1/20/2011 0:00,249526653.1,60491309.83,530139118.1,840157081,397394299.3,442762781.7,,,,,,,,,,,,,,,
1/23/2011 0:00,822827273.8,60329494.62,790986707.2,1675819295,385438437.9,1290380857,,,,,,,,,,,,,,,
1/24/2011 0:00,288193192.2,90329209.49,696825330.3,1075347732,332282449.2,743065282.8,,,,,,,,,,,,,,,
1/26/2011 0:00,659409866.7,117402350.2,1179893619,1956705836,708327512.6,1248378323,,,,,,,,,,,,,,,
1/27/2011 0:00,523773193.7,133289952.5,1220260129,1877323275,533159810.1,1344163465,,,,,,,,,,,,,,,
3/23/2011 0:00,25615560,2598680,343397000,371240000,10765960,360474040,,,,,,,,,,,,,,,
3/24/2011 0:00,981210365.1,112567154.7,782341725.2,1876119245,204496997.7,1671622247,,,,,,,,,,,,,,,
3/27/2011 0:00,626691225.3,99367257.35,403114896.3,1129173379,324072759.8,805100619.2,,,,,,,,,,,,,,,
3/28/2011 0:00,560698800,58767400,343933800,963400000,259154600,704245400,,,,,,,,,,,,,,,
3/29/2011 0:00,423211097.9,103402530,433484144.1,960097772,328353438,631744334,,,,,,,,,,,,,,,
3/30/2011 0:00,441456683.4,83688470.78,346609749.8,871754904,271987530,599767374,,,,,,,,,,,,,,,
3/31/2011 0:00,370602491.3,82161873.06,341758429.4,794602254,250220249.8,544382004.2,,,,,,,,,,,,,,,
4/3/2011 0:00,155801567.8,42108531.84,328446548.4,526356648,294759722.9,231596925.1,,,,,,,,,,,,,,,
4/4/2011 0:00,213783570.7,39787497.88,340272183.4,593843252,308798491,285044761,,,,,,,,,,,,,,,
4/5/2011 0:00,167966462.4,30629178.43,295423366.2,494019007,247503522.5,246515484.5,,,,,,,,,,,,,,,
4/6/2011 0:00,243505931.5,38581459.28,350395548.2,632482939,296634498.4,335848440.6,,,,,,,,,,,,,,,
4/7/2011 0:00,199814097.7,36131547.8,238269065.2,474167294,221151625.9,253015668.1,,,,,,,,,,,,,,,
4/10/2011 0:00,118678306.3,16683212.39,243802399.3,379163918,225223367.3,153940550.7,,,,,,,,,,,,,,,
4/11/2011 0:00,277890625.7,32980425.91,299877576.3,610748628,275447631.2,335300996.8,,,,,,,,,,,,,,,
4/12/2011 0:00,206242962.6,23926097.75,248352894.6,478521955,218684533.4,259837421.6,,,,,,,,,,,,,,,
4/13/2011 0:00,226109084.4,40098162.74,290711679.9,556918927,270105679.6,286813247.4,,,,,,,,,,,,,,,
4/14/2011 0:00,174201581.1,14627613.68,476062336.2,664891531,428855037.5,236036493.5,,,,,,,,,,,,,,,
4/17/2011 0:00,84755014.48,31834810.32,296849270.2,413439095,274523559.1,138915535.9,,,,,,,,,,,,,,,
4/18/2011 0:00,145386678.8,39607002.2,298018541,483012222,248268282.1,234743939.9,,,,,,,,,,,,,,,
4/19/2011 0:00,122537741.3,30537796.73,233478851,386554389,201394836.7,185159552.3,,,,,,,,,,,,,,,
4/20/2011 0:00,215872329,20348621.18,206140379.8,442361330,180925784,261435546,,,,,,,,,,,,,,,
4/21/2011 0:00,169343201.2,27941628.2,226073173.6,423358003,196014755.4,227343247.6,,,,,,,,,,,,,,,
4/26/2011 0:00,84147589.77,16611660.12,171563047.1,272322297,152500486.3,119821810.7,,,,,,,,,,,,,,,
4/27/2011 0:00,102760002.2,17884484.15,182482363.7,303126850,167629148.1,135497702,,,,,,,,,,,,,,,
4/28/2011 0:00,487768382.6,31116258.89,322095328.5,840979970,237997331.5,602982638.5,,,,,,,,,,,,,,,
5/2/2011 0:00,115046110.3,14343313.88,245109632.8,374499057,225261182.8,149237874.2,,,,,,,,,,,,,,,
5/3/2011 0:00,127904238.7,37344303.28,301555249,466803791,256742085.1,210061706,,,,,,,,,,,,,,,
5/4/2011 0:00,285576126.7,30210648.14,254225454.1,570012229,228574903.8,341437325.2,,,,,,,,,,,,,,,
5/5/2011 0:00,268306249,23994459.69,209675435.4,501976144.1,188743030.2,313233113.9,,,,,,,,,,,,,,,
5/8/2011 0:00,92480084.51,16115516.48,186020788,294616389,173499591.5,121116797.5,,,,,,,,,,,,,,,
5/9/2011 0:00,190105510,21247309.23,224042861.8,435395681,209575534.1,233648125.9,,,,,,,,,,,,,,,
5/10/2011 0:00,264476848,17236780.32,256935756.6,538649385,235389781.2,303259603.8,,,,,,,,,,,,,,,
5/11/2011 0:00,160523034.5,31242065.13,309712671.4,501477771,261435406.4,240042364.6,,,,,,,,,,,,,,,
5/12/2011 0:00,152862867.8,27153272.57,322822240.6,502838381,292149099.4,210689281.6,,,,,,,,,,,,,,,
5/15/2011 0:00,40010184.52,13214372.87,313841355.6,367065913,300626982.7,66438930.25,,,,,,,,,,,,,,,
5/16/2011 0:00,269437220.8,28396569.84,362551554.4,660385345,337787104,322598241,,,,,,,,,,,,,,,
5/17/2011 0:00,157516550.5,47198099.98,363937156.5,568651807,344602995,222001665.5,,,,,,,,,,,,,,,
5/18/2011 0:00,187645194.9,44613227.28,380560633.8,612819056,351758138.1,261060917.9,,,,,,,,,,,,,,,
5/19/2011 0:00,79657322.63,39103527.23,418375513.1,537136363,379110845,158025518,,,,,,,,,,,,,,,
5/22/2011 0:00,67556770.71,57251500.6,447706734.7,572515006,407058169.3,165456836.7,,,,,,,,,,,,,,,
5/23/2011 0:00,183945303.9,44096476.97,402537839.8,629949671,382379450.3,268358559.8,,,,,,,,,,,,,,,
5/24/2011 0:00,156660552.9,31332110.58,334209179.5,522201843,319587527.9,202614315.1,,,,,,,,,,,,,,,
5/25/2011 0:00,258723505.2,49874410.64,315455647.3,623430133,279920129.7,343510003.3,,,,,,,,,,,,,,,
5/26/2011 0:00,213421355.8,97710982.17,331703071,642835409,309846667.1,332988741.9,,,,,,,,,,,,,,,
5/29/2011 0:00,137517493.8,89964715.54,415122901.7,642605111,413195086.4,229410024.6,,,,,,,,,,,,,,,
5/30/2011 0:00,103373503.5,69641097.09,371056470.4,544071071,337324064,206747007,,,,,,,,,,,,,,,
5/31/2011 0:00,385622684.9,59669099.06,445291784,890583568,419464860.5,471118707.5,,,,,,,,,,,,,,,
6/1/2011 0:00,152385594.6,35821986.8,380395383.6,568602965,358219868,210383097.1,,,,,,,,,,,,,,,
6/2/2011 0:00,184557062.4,55080983.73,475699404.9,715337451,416326396.5,299011054.5,,,,,,,,,,,,,,,
6/5/2011 0:00,51361106.27,25109874.17,303981658.6,380452639,285719931.9,94732707.11,,,,,,,,,,,,,,,
6/6/2011 0:00,165985180.5,16498526.98,317471655.5,499955363,293973753.4,205981609.6,,,,,,,,,,,,,,,
6/7/2011 0:00,257293403.8,32923800.49,319482804.7,609700009,300582104.4,309117904.6,,,,,,,,,,,,,,,
6/8/2011 0:00,211663509.2,22269824.97,293287900.8,527221235,268671941.4,258549293.6,,,,,,,,,,,,,,,
6/9/2011 0:00,103940077,23645136,365021787,492607000,326598441,166008559,,,,,,,,,,,,,,,
6/12/2011 0:00,40464316.84,29202819.14,358569512.4,428193829,316007045.8,112186783.2,,,,,,,,,,,,,,,
6/13/2011 0:00,78976520.11,27470093.95,465847009.9,572293624,433226273.4,139067350.6,,,,,,,,,,,,,,,
6/14/2011 0:00,114209552.3,32262585.4,498779570.3,645251708,465226481.5,180025226.5,,,,,,,,,,,,,,,
6/15/2011 0:00,68324723.63,19382900.32,396864884.1,484572508,375059121.2,109513386.8,,,,,,,,,,,,,,,
6/16/2011 0:00,135313759,38270558.09,509818506,683402823,452412668.8,230990154.2,,,,,,,,,,,,,,,
6/19/2011 0:00,72665414.87,29190380.33,519216126.8,621071922,462698581.9,158373340.1,,,,,,,,,,,,,,,
6/20/2011 0:00,142418857.3,30613399.23,492476422.5,665508679,449218358.3,216290320.7,,,,,,,,,,,,,,,
6/21/2011 0:00,132896225,29354587.85,371468966.2,533719779,343181817.9,190537961.1,,,,,,,,,,,,,,,
6/22/2011 0:00,117669817.2,26821796.56,288118008.3,432609622,263891869.4,168717752.6,,,,,,,,,,,,,,,
6/23/2011 0:00,153493450.9,40194010.16,1277542779,1471230240,306898628.1,1164331612,,,,,,,,,,,,,,,
6/26/2011 0:00,25180303.46,11440843.27,1269411190,1306032337,262003147.1,1044029190,,,,,,,,,,,,,,,
6/27/2011 0:00,124506778.8,22411220.18,683127192.9,830045191.9,266444506.6,563600685.3,,,,,,,,,,,,,,,
6/28/2011 0:00,98496557.25,15334793.34,475968393.4,589799744,251844490.7,337955253.3,,,,,,,,,,,,,,,
6/29/2011 0:00,84944038.12,27303440.82,898991070.1,1011238549,409551612.3,601686936.7,,,,,,,,,,,,,,,
6/30/2011 0:00,132402536.7,18914648.1,439765568.2,591082753,325095514.2,265987238.9,,,,,,,,,,,,,,,
7/3/2011 0:00,31496322.83,5859780.992,328880208.2,366236312,245012092.7,121224219.3,,,,,,,,,,,,,,,
7/4/2011 0:00,77731094.54,12012987.34,263579075.1,353323157,231426667.8,121896489.2,,,,,,,,,,,,,,,
7/5/2011 0:00,95493136.01,16486690.8,351129465.2,463109292,324361748.1,138747543.9,,,,,,,,,,,,,,,
7/6/2011 0:00,130314139.9,12913620.83,292999586.1,436270974,271098783.2,165172190.8,,,,,,,,,,,,,,,
7/7/2011 0:00,76174366.17,17835949.15,277943541,371582274,251561199.5,120021074.5,,,,,,,,,,,,,,,
7/10/2011 0:00,31474832.16,12589932.86,326227378,370292143,293271377.3,77020765.74,,,,,,,,,,,,,,,
7/11/2011 0:00,128710126.6,37410555.84,279243077.5,445363760,269890438.6,175473321.4,,,,,,,,,,,,,,,
7/12/2011 0:00,229876577.6,27222226.29,347839558.2,604938362,316382763.3,288555598.7,,,,,,,,,,,,,,,
7/13/2011 0:00,145889807.8,23797628.22,347652308,517339744,237458942.5,279880801.5,,,,,,,,,,,,,,,
7/14/2011 0:00,80948175.4,11737485.43,312055216.2,404740877,290603949.7,114136927.3,,,,,,,,,,,,,,,
7/17/2011 0:00,30856794.56,20396864.2,471742859.2,522996518,331579792.4,191416725.6,,,,,,,,,,,,,,,
7/18/2011 0:00,65298605.71,24436901.52,310869435.8,400604943,292041003.4,108563939.6,,,,,,,,,,,,,,,
7/19/2011 0:00,111976844.9,21739094.43,276045482.1,410171593,262919991.1,147251601.9,,,,,,,,,,,,,,,
7/20/2011 0:00,177897063.3,23486410.04,298327378.6,499710852,281337209.7,218373642.3,,,,,,,,,,,,,,,
7/21/2011 0:00,62088631.77,15428084.26,298778022,376294738,277329221.9,98965516.09,,,,,,,,,,,,,,,
7/25/2011 0:00,134792402.6,15061953.56,252871674.9,402726031,240709348.7,162016682.3,,,,,,,,,,,,,,,
7/26/2011 0:00,78008000,13134000,306858000,398000000,290142000,107858000,,,,,,,,,,,,,,,
7/27/2011 0:00,75564665.18,8837625.676,212162329.1,296564620,200536996,96027623.96,,,,,,,,,,,,,,,
7/28/2011 0:00,108980347.6,10811542.43,312669806.9,432461697,250395322.6,182066374.4,,,,,,,,,,,,,,,
7/31/2011 0:00,24427259.64,21713119.68,293127115.7,339267495,272092531,67174964.01,,,,,,,,,,,,,,,
8/1/2011 0:00,60503236.48,17484880.27,199549665.3,277537782,182897398.3,94640383.66,,,,,,,,,,,,,,,
8/2/2011 0:00,76835335.46,13539266.16,248107052.4,338481654,222720928.3,115760725.7,,,,,,,,,,,,,,,
8/3/2011 0:00,55761409.02,17230993.34,166326949.6,239319352,155318259.4,84001092.55,,,,,,,,,,,,,,,
8/4/2011 0:00,99262302.4,13965475.45,244861336.2,358089114,228926370.6,129162743.4,,,,,,,,,,,,,,,
8/7/2011 0:00,34076662.68,12101992.35,272294828,318473483,236625797.9,81847685.13,,,,,,,,,,,,,,,
8/8/2011 0:00,86301880.69,13965864.51,257831344.8,358099090,228109120.3,129989969.7,,,,,,,,,,,,,,,
8/9/2011 0:00,105751234.8,25046345.08,266763453.1,397561033,235753692.6,161807340.4,,,,,,,,,,,,,,,
8/10/2011 0:00,136104244.4,32555193.92,223571813.6,392231252,203960251,188271001,,,,,,,,,,,,,,,
8/11/2011 0:00,121636977.4,21044459.75,277786868.7,420889195,234856170.8,186033024.2,,,,,,,,,,,,,,,
8/14/2011 0:00,15905904.93,15681878.1,192439047,224026830,179669517.7,44357312.34,,,,,,,,,,,,,,,
8/15/2011 0:00,82274145.66,32300220.15,190144692.2,304719058,179174806.1,125544251.9,,,,,,,,,,,,,,,
8/16/2011 0:00,51372374.96,28382527.6,204070373.4,283825276,188176158,95649118.01,,,,,,,,,,,,,,,
8/17/2011 0:00,64844196.26,36061313.22,229932226.5,330837736,212066988.8,118770747.2,,,,,,,,,,,,,,,
8/18/2011 0:00,78838518,39768102,230236380,348843000,206166213,142676787,,,,,,,,,,,,,,,
8/21/2011 0:00,189147650,11126332.35,330081193.1,529825350,153649351.5,376175998.5,,,,,,,,,,,,,,,
8/22/2011 0:00,56199394.6,25053730.77,262757874.6,344011000,196847951.8,147163048.2,,,,,,,,,,,,,,,
8/23/2011 0:00,33493140,12899385,179912475,226305000,168370920,57934080,,,,,,,,,,,,,,,
8/24/2011 0:00,54879514.5,21032214.5,216465676,292377405,205262678,87114727,,,,,,,,,,,,,,,
8/25/2011 0:00,60465856.24,19394708.6,205355738.2,285216303,181112352.4,104103950.6,,,,,,,,,,,,,,,
8/28/2011 0:00,5147507.38,3345879.797,248881981.8,257375369,163175983.9,91883006.73,,,,,,,,,,,,,,,
8/29/2011 0:00,24535542,8647773,167927685,201111000,155861025,45249975,,,,,,,,,,,,,,,
9/4/2011 0:00,25295793.25,9919918.92,212782260.8,247997973,201374354.1,46623618.92,,,,,,,,,,,,,,,
9/5/2011 0:00,84070120.72,28145214.33,253306929,365522264,236127382.5,129394881.5,,,,,,,,,,,,,,,
9/6/2011 0:00,188633799.8,6527121.1,131195134.1,326356055,35572810,290783245,,,,,,,,,,,,,,,
9/7/2011 0:00,81878121,38411958,216656921,336947000,203515988,133431012,,,,,,,,,,,,,,,
9/8/2011 0:00,48821850,16459938,213700212,278982000,206725662,72256338,,,,,,,,,,,,,,,
9/11/2011 0:00,13417977.04,9495799.136,183516639.8,206430416,171750106.1,34680309.89,,,,,,,,,,,,,,,
9/12/2011 0:00,71754011.78,21036316.71,195378393.5,288168722,187309669.3,100859052.7,,,,,,,,,,,,,,,
9/13/2011 0:00,74218522,19485944,192853534,286558000,183970236,102587764,,,,,,,,,,,,,,,
9/14/2011 0:00,125313902.9,19017828.09,195272342,339604073,181008970.9,158595102.1,,,,,,,,,,,,,,,
9/15/2011 0:00,171256262.8,27932171.21,258716012,457904446,232615458.6,225288987.4,,,,,,,,,,,,,,,
9/18/2011 0:00,29437235.34,8521304.968,155707481.7,193666022,130337232.8,63328789.19,,,,,,,,,,,,,,,
9/19/2011 0:00,54365677.39,25705510.51,215394450.1,295465638,198257443.1,97208194.9,,,,,,,,,,,,,,,
9/20/2011 0:00,120777809.5,37619317.71,237595690.8,395992818,224923920.6,171068897.4,,,,,,,,,,,,,,,
9/21/2011 0:00,33979073.23,18396313.53,164051831.2,216427218,148685498.8,67741719.23,,,,,,,,,,,,,,,
9/22/2011 0:00,117047998.8,22544865.21,169240906,308833770,154416885,154416885,,,,,,,,,,,,,,,
9/25/2011 0:00,30146655.47,15408290.57,177753613,223308559,159888928.2,63419630.76,,,,,,,,,,,,,,,
9/26/2011 0:00,84366213.75,23301144.75,160161891.5,267829250,145966941.3,121862308.8,,,,,,,,,,,,,,,
9/27/2011 0:00,85209045,19847890,237148065,342205000,196425670,145779330,,,,,,,,,,,,,,,
9/28/2011 0:00,94233006,15705501,198012493,307951000,174608217,133342783,,,,,,,,,,,,,,,
9/29/2011 0:00,100547084.9,25289115.29,178851935.8,304688136,162703464.6,141984671.4,,,,,,,,,,,,,,,
10/2/2011 0:00,56817120,35037224,144883656,236738000,142516276,94221724,,,,,,,,,,,,,,,
10/3/2011 0:00,44694400.09,13532965.76,119837973.1,178065339,111290836.9,66774502.13,,,,,,,,,,,,,,,
10/4/2011 0:00,44393217.63,18123836.56,141121558.8,203638613,117703118.3,85935494.69,,,,,,,,,,,,,,,
10/5/2011 0:00,69103039.71,13820607.94,159543158.3,242466806,138448546.2,104018259.8,,,,,,,,,,,,,,,
10/9/2011 0:00,35517605.49,9244308.279,117256752.4,162180847,108174624.9,54006222.05,,,,,,,,,,,,,,,
10/10/2011 0:00,77540688.51,17827914.53,119425548,214794151,108900634.6,105893516.4,,,,,,,,,,,,,,,
10/11/2011 0:00,95166659.41,28603462.24,143551955.3,267322077,126710664.5,140611412.5,,,,,,,,,,,,,,,
10/12/2011 0:00,151557149.4,30185656.32,133005548.2,314433920,123886964.5,190546955.5,,,,,,,,,,,,,,,
10/13/2011 0:00,136993293,55459520.41,221010327.6,413877018,198660968.6,215216049.4,,,,,,,,,,,,,,,
10/16/2011 0:00,31645144.95,6539996.623,172782491.4,210967633,157381854.2,53585778.78,,,,,,,,,,,,,,,
10/17/2011 0:00,78666926.29,16465170.62,209778470.1,304910567,193313299.5,111597267.5,,,,,,,,,,,,,,,
10/18/2011 0:00,68369957.92,13108525.77,175551433.3,257029917,167069446.1,89960470.95,,,,,,,,,,,,,,,
10/19/2011 0:00,95420745,20998740,192385515,308805000,189606270,119198730,,,,,,,,,,,,,,,
10/20/2011 0:00,68573654.09,8169424.494,170815239.4,247558318,160665348.4,86892969.62,,,,,,,,,,,,,,,
10/23/2011 0:00,13689373.62,8626180.636,165210111.7,187525666,158834239.1,28691426.9,,,,,,,,,,,,,,,
10/24/2011 0:00,109602524.3,19450588.82,179995131.4,308739505,167954290.7,140785214.3,,,,,,,,,,,,,,,
10/25/2011 0:00,72094687,12308849,166797464,251201000,161271042,89929958,,,,,,,,,,,,,,,
10/26/2011 0:00,69279915,9578895,142569600,222765000,140564715,80863695,,,,,,,,,,,,,,,
10/27/2011 0:00,96087856.24,11468861.48,213699906.3,321256624,176016504.3,145240119.7,,,,,,,,,,,,,,,
10/30/2011 0:00,42590347.95,27351853.33,206867404.3,276560701,196358097.7,80202603.29,,,,,,,,,,,,,,,
10/31/2011 0:00,118708200,26726700,201665100,347100000,154459500,192640500,,,,,,,,,,,,,,,
11/1/2011 0:00,131553514.1,14873088.38,63262995.64,209480118,114585624.5,94894493.45,,,,,,,,,,,,,,,
11/2/2011 0:00,116498693,90226778.18,58647405.82,265372877,153120150,112252727,,,,,,,,,,,,,,,
11/3/2011 0:00,141414318.7,9096827.52,56234933.76,206746080,127148839.2,79597240.8,,,,,,,,,,,,,,,
11/9/2011 0:00,99327676.56,7449575.742,70593598.7,177370851,95248146.99,82122704.01,,,,,,,,,,,,,,,
11/10/2011 0:00,7976553,2558517,139965930,150501000,32357715,118143285,,,,,,,,,,,,,,,
11/13/2011 0:00,11605662,8914494,147677844,168198000,144650280,23547720,,,,,,,,,,,,,,,
11/14/2011 0:00,50232269.06,13664716.87,128563815.1,192460801,122020147.8,70440653.17,,,,,,,,,,,,,,,
11/15/2011 0:00,40961245,10935355,133263055,185345000,123069080,62275920,,,,,,,,,,,,,,,
11/16/2011 0:00,164326580,55135891.97,140902835,360365307,163245484.1,197119822.9,,,,,,,,,,,,,,,
11/17/2011 0:00,110342067.8,21608654.95,97928585.21,229879308,91262085.28,138617222.7,,,,,,,,,,,,,,,
11/20/2011 0:00,53223189.1,23900224.54,123718809.4,200842223,107450589.3,93391633.7,,,,,,,,,,,,,,,
11/21/2011 0:00,84937384.6,34974217.19,142789473.2,262964039,131482019.5,131482019.5,,,,,,,,,,,,,,,
11/22/2011 0:00,96901466.63,15815524.35,138323078,251040069,118490912.6,132549156.4,,,,,,,,,,,,,,,
11/23/2011 0:00,118416115,9890285,138998600,267305000,127237180,140067820,,,,,,,,,,,,,,,
11/24/2011 0:00,115766851.5,8538119.202,126816182.3,251121153,116017972.7,135103180.3,,,,,,,,,,,,,,,
11/29/2011 0:00,160810113.6,31662094.91,224134303.5,416606512,214552353.7,202054158.3,,,,,,,,,,,,,,,
11/30/2011 0:00,95969165.55,23273959.31,168089706.1,287332831,160906385.4,126426445.6,,,,,,,,,,,,,,,
12/1/2011 0:00,106842693.2,18443083.95,192698428.8,317984206,184748823.7,133235382.3,,,,,,,,,,,,,,,
12/4/2011 0:00,47024037.21,8204193.726,144874055.1,200102286,140872009.3,59230276.66,,,,,,,,,,,,,,,
12/5/2011 0:00,156223746.4,9595316.48,134034577.1,299853640,123239846,176613794,,,,,,,,,,,,,,,
12/6/2011 0:00,86397963.41,14272229.94,154191055.6,254861249,148074385.7,106786863.3,,,,,,,,,,,,,,,
12/7/2011 0:00,185433585.5,13689727.79,215716922.7,414840236,211983360.6,202856875.4,,,,,,,,,,,,,,,
12/8/2011 0:00,27003776.59,16978422.41,117717062,161699261,118525558.3,43173702.69,,,,,,,,,,,,,,,
12/11/2011 0:00,26771844.35,5171833.568,120169074.1,152112752,114540902.3,37571849.74,,,,,,,,,,,,,,,
12/12/2011 0:00,48454931.65,7617369.168,155521287.2,211593588,139228580.9,72365007.1,,,,,,,,,,,,,,,
12/13/2011 0:00,44522393.37,6034170.53,112529126.1,163085690,98014499.69,65071190.31,,,,,,,,,,,,,,,
12/14/2011 0:00,22574972.52,3983818.68,106235164.8,132793956,93486945.02,39307010.98,,,,,,,,,,,,,,,
12/15/2011 0:00,66577878.56,26592888.28,98336291.9,191315743,98718923.39,92596819.61,,,,,,,,,,,,,,,
12/18/2011 0:00,26439708.44,4638545.34,123694542.4,154618178,108851197.3,45766980.69,,,,,,,,,,,,,,,
12/19/2011 0:00,58586032.52,5746858.776,95302074.7,159634966,82212007.49,77422958.51,,,,,,,,,,,,,,,
12/20/2011 0:00,44818405.42,8049019.748,130064841.8,182932267,115247328.2,67684938.79,,,,,,,,,,,,,,,
12/21/2011 0:00,28693614.96,17689752.91,92906025.13,139289393,93602472.1,45686920.9,,,,,,,,,,,,,,,
12/22/2011 0:00,69208992.4,16642631.6,117107298,202958922,108380064.3,94578857.65,,,,,,,,,,,,,,,
12/25/2011 0:00,5337345.42,3657070.01,89845314.57,98839730,83321892.39,15517837.61,,,,,,,,,,,,,,,
12/26/2011 0:00,3219903.836,4960392.396,78844131.77,87024428,69097395.83,17927032.17,,,,,,,,,,,,,,,
12/27/2011 0:00,21115037.18,8865982.464,86676644.35,116657664,75244193.28,41413470.72,,,,,,,,,,,,,,,
12/28/2011 0:00,42441480.8,12984379.97,138370855.2,193796716,114921452.6,78875263.41,,,,,,,,,,,,,,,
12/29/2011 0:00,30241883.78,10080627.93,1219755979,1260078491,99546200.79,1160532290,,,,,,,,,,,,,,,
1/2/2012 0:00,15953435.57,2563945.002,76443545.43,94960926,63813742.27,31147183.73,,,,,,,,,,,,,,,
1/3/2012 0:00,16931161.5,5143644,85084444.5,107159250,73296927,33862323,,,,,,,,,,,,,,,
1/4/2012 0:00,27897566.6,2508773.975,69844267.46,100350959,60110224.44,40240734.56,,,,,,,,,,,,,,,
1/5/2012 0:00,18413299.04,3682284.066,71840234.89,93935818,64904014.09,29031803.91,,,,,,,,,,,,,,,
1/9/2012 0:00,66235247.2,10583982.8,93890170,170709400,85525409.4,85183990.6,,,,,,,,,,,,,,,
1/10/2012 0:00,98080068.34,13163377.59,146861997.1,258105443,126471667.1,131633775.9,,,,,,,,,,,,,,,
1/11/2012 0:00,46615121.89,13550907.53,120512737.6,180678767,112924229.4,67754537.63,,,,,,,,,,,,,,,
1/12/2012 0:00,56298579.98,27155785.64,137324379.4,220778745,133129583.2,87649161.77,,,,,,,,,,,,,,,
1/15/2012 0:00,28907474.86,12971302.82,143425548.3,185304326,130824854.2,54479471.84,,,,,,,,,,,,,,,
1/16/2012 0:00,38992825.43,7798565.086,158434006.5,205225397,130112901.7,75112495.3,,,,,,,,,,,,,,,
1/17/2012 0:00,55313364.52,10338946.64,192821354.8,258473666,170592619.6,87881046.44,,,,,,,,,,,,,,,
1/18/2012 0:00,82977144.19,18088443.2,186052558.6,287118146,159350571,130638756.4,,,,,,,,,,,,,,,
1/19/2012 0:00,68574976.9,11388777.08,162350652,242314406,133272923.3,109041482.7,,,,,,,,,,,,,,,
1/22/2012 0:00,123228955.5,37448799.45,159397454.1,320075209,146274370.5,173800838.5,,,,,,,,,,,,,,,
1/23/2012 0:00,102585619.2,64290082.6,149468639.7,232094161,129508541.8,129508541.8,,,,,,,,,,,,,,,
1/24/2012 0:00,168508884.3,38050393.23,287601673.5,494160951,249057119.3,245103831.7,,,,,,,,,,,,,,,
1/26/2012 0:00,180548544.2,41866329.09,431746518.7,654161392,340163923.8,313997468.2,,,,,,,,,,,,,,,
1/29/2012 0:00,140072697.9,47888101.84,410640473.3,598601273,371731390.5,226869882.5,,,,,,,,,,,,,,,
1/30/2012 0:00,87707760.26,30742926.28,333651170.5,452101857,295222512.6,156879344.4,,,,,,,,,,,,,,,
