Date,Total Turnover,Retail,Institutional,Foreign,Regional,Local,Retail.1,Institutional.1,Foreign.1,Regional.1,Local.1,Retail.2,Institutional.2,Foreign.2,Regional.2,Local.2,Retail.3,Institutional.3,Foreign.3,Regional.3,Local.3
2/5/2008,1526174453,940123463,586050990,317444286.2,151091270.8,1057638896,917230846.3,608943606.7,344915426.4,137355700.8,1043903326,964542254.3,561632198.7,289973146.1,166353015.4,1071374466,-47311408.04,47311408.04,54942280.31,-28997314.61,-27471140.15
2/6/2008,1457358860,897733057.8,559625802.2,342479332.1,126790220.8,988089307.1,891903622.3,565455237.7,374541227,131162297.4,953112694.4,903562493.2,553796366.8,311874796,122418144.2,1024523279,-11658870.88,11658870.88,62666430.98,8744153.16,-71410584.14
2/7/2008,1364682619,866573463.1,498109155.9,319335732.8,132374214,912972672.1,884314337.1,480368281.9,302959541.4,84610322.38,977112755.2,848832589,515850030,335711924.3,181502788.3,848832589,35481748.09,-35481748.09,-32752382.86,-96892465.95,128280166.2
2/10/2008,918927423,714006607.7,204920815.3,103838798.8,79946685.8,735141938.4,758115124,160812299,59730282.5,72595266.42,786601874.1,670817018.8,248110404.2,147947315.1,87298105.19,683682002.7,87298105.18,-87298105.19,-88217032.61,-14702838.77,102919871.4
2/11/2008,1191379014,839922204.9,351456809.1,177515473.1,144156860.7,869706680.2,848261858,343117156,194194779.3,123903417.5,874472196.3,831582551.8,359796462.2,160836166.9,164410303.9,866132543.2,16679306.2,-16679306.2,33358612.39,-40506886.48,8339653.098
2/12/2008,1355565059,845872596.8,509692462.2,162667807.1,97600684.25,1095296568,657449053.6,698116005.4,183001283,104378509.5,1068185266,1034296140,321268919,140978766.1,90822858.95,1123763434,-376847086.4,376847086.4,42022516.83,13555650.59,-55578167.42
2/13/2008,1302000000,790314000,511686000,316386000,109368000,876246000,747348000,554652000,351540000,91140000,860622000,834582000,467418000,281232000,128898000,891870000,-87234000,87234000,70308000,-37758000,-31248000
2/14/2008,1435890108,960610482.3,475279625.7,278562681,137845450.4,1020917867,880200636.2,555689471.8,373331428.1,130665999.8,931892680.1,1041020328,394869779.7,182358043.7,143589010.8,1109943053,-160819692.1,160819692.1,190973384.4,-12923010.97,-178050373.4
2/17/2008,1418091100,1110365331,307725768.7,153153838.8,160244294.3,1104692967,1083421600,334669499.6,173007114.2,182933751.9,1062150234,1138727153,279363946.7,134718654.5,136136745.6,1147235700,-55305552.9,55305552.9,38288459.7,46797006.3,-85085466
2/18/2008,5513880916,986984684,4526896232,1207539921,2150413557,2150413557,920818113,4593062803,396999426,4113355163,1009040208,1053151255,4460729661,2023594296,192985832.1,3297300788,-132333142,132333142,-1626594870,3920369331,-2288260580
2/19/2008,2222381293,1431213553,791167740.3,624489143.3,208903841.5,1388988308,1373431639,848949653.9,648935337.6,211126222.8,1364542114,1488995466,733385826.7,600042949.1,206681460.2,1415656884,-115563827.2,115563827.2,48892388.45,4444762.586,-51114769.74
2/20/2008,2319026825,1509686463,809340361.9,531057142.9,227264628.9,1560705053,1449391766,869635059.4,598308920.9,183203119.2,1537514785,1572300187,746726637.7,466124391.8,269007111.7,1583895321,-122908421.7,122908421.7,132184529,-85803992.53,-46380536.5
2/21/2008,2451793698,1439202901,1012590797,659532504.8,247631163.5,1547081823,1392618820,1059174878,686502235.4,225565020.2,1539726442,1488238775,963554923.3,630110980.4,267245513.1,1554437205,-95619954.22,95619954.22,56391255.05,-41680492.87,-14710762.19
2/28/2008,2385111983,1547937677,837174306,517569300.3,264747430.1,1602795253,1488309877,896802105.6,548575756.1,288598549.9,1547937677,1607565477,777546506.5,486562844.5,240896310.3,1657652828,-119255599.2,119255599.2,62012911.56,47702239.66,-109715151.2
3/2/2008,2363841953,1668872419,694969534.2,262386456.8,224564985.5,1876890511,1694874680,668967272.7,312027137.8,156013568.9,1895801246,1642870157,720971795.7,210381933.8,293116402.2,1860343617,52004522.97,-52004522.97,101645204,-137102833.3,35457629.29
3/3/2008,2552144334,1740562436,811581898.2,451729547.1,265423010.7,1834991776,1773740312,778404021.9,449177402.8,199067258.1,1903899673,1709936704,842207630.2,451729547.1,334330907.8,1768636023,63803608.35,-63803608.35,-2552144.334,-135263649.7,135263649.7
3/4/2008,2465404994,1743041331,722363663.2,335295079.2,266263739.4,1866311580,1691267826,774137168.1,401861014,207094019.5,1856449960,1797280241,668124753.4,268729144.3,322968054.2,1873707795,-106012414.7,106012414.7,133131869.7,-115874034.7,-17257834.96
3/5/2008,2672079674,1846407055,825672619.3,542432173.8,301945003.2,1827702497,1830374577,841705097.3,633282882.7,269880047.1,1768916744,1859767453,812312220.9,448909385.2,334009959.3,1889160330,-29392876.41,29392876.41,184373497.5,-64129912.18,-120243585.3
3/6/2008,2610804286,1435942357,1174861929,482998792.9,201031930,1926773563,1402001902,1208802384,529993270.1,193199517.2,1887611499,1467272009,1143532277,436004315.8,211475147.2,1963324823,-65270107.15,65270107.15,93988954.3,-18275630,-75713324.29
3/9/2008,2299144671,1386384237,912760434.4,400051172.8,213820454.4,1685273044,1462256011,836888660.2,372461436.7,236811901.1,1692170478,1310512462,988632208.5,427640908.8,193128152.4,1678375610,151743548.3,-151743548.3,-55179472.1,43683748.75,13794868.03
3/10/2008,2421681259,1588622906,833058353.1,394734045.2,213107950.8,1813839263,1610418037,811263221.8,467384483,203421225.8,1750875550,1564406093,857275165.7,324505288.7,225216357.1,1874381294,46011943.92,-46011943.92,142879194.3,-21795131.33,-123505744.2
3/11/2008,2473237708,1446844059,1026393649,633148853.2,207751967.5,1632336887,1444370821,1028866887,677667132,197859016.6,1597711559,1451790535,1021447173,588630574.5,220118156,1666962215,-7419713.124,7419713.124,89036557.49,-22259139.37,-69250655.82
3/12/2008,4230212592,1916286304,2313926288,1019481235,469553597.7,2741177760,1844372690,2385839902,1027941660,325726369.6,2880774775,1983969706,2246242886,1015251022,613380825.8,2605810957,-139597015.5,139597015.5,12690637.78,-287654456.3,274963818.5
3/13/2008,2493139036,1446020641,1047118395,501120946.2,261779598.8,1732731630,1543253063,949885972.7,393915967.7,241834486.5,1857388582,1346295079,1146843957,608325924.8,281724711.1,1605581539,196957983.8,-196957983.8,-214409957.1,-39890224.58,251807042.6
3/16/2008,2440057728,1525036080,915021648,236685599.6,165923925.5,2039888261,1525036080,915021648,148843521.4,173244098.7,2117970108,1525036080,915021648,322087620.1,158603752.3,1961806413,0,0,-173244098.7,14640346.37,156163694.6
3/17/2008,2714395516,1650352474,1064043042,407159327.4,306726693.3,2000509495,1777929063,936466453,200865268.2,396301745.3,2117228502,1525490280,1188905236,616167782.1,219866036.8,1881076093,252438783,-252438783,-415302513.9,176435708.5,236152409.9
3/18/2008,2108732487,1007974129,1100758358,647380873.5,145502541.6,1315849072,1050148779,1058583708,805535810,151828739.1,1151367938,965799479,1142933008,489225937,141285076.6,1478221473,84349299.48,-84349299.48,316309873.1,10543662.44,-326853535.5
3/19/2008,2042675221,1272586663,770088558.3,545394284,234907650.4,1262373287,1329781569,712893652.1,514754155.7,277803830.1,1248074560,1217434432,825240789.3,573991737.1,194054146,1276672013,112347137.2,-112347137.2,-59237581.41,83749684.06,-28597453.09
3/23/2008,1735015925,1103470128,631545796.7,293217691.3,133596226.2,1308202007,1079179905,655836019.7,298422739.1,85015780.33,1351577406,1127760351,607255573.8,288012643.6,180441656.2,1266561625,-48580445.9,48580445.9,10410095.55,-95425875.88,85015780.33
3/24/2008,2114159935,1219870282,894289652.5,323466470.1,135306235.8,1657501389,1268495961,487948113,192270161.1,22319186.43,728846066.8,1171244604,942915331,399576227.7,122621276.2,1591962431,97251357.01,-454967218,-207306066.6,-100302089.8,-863116364.3
3/25/2008,2183033762,1305454190,877579572.3,392946077.2,159361464.6,1632909254,1246512278,936521483.9,395129110.9,161544498.4,1626360153,1364396101,818637660.8,388580009.6,157178430.9,1637275322,-117883823.1,117883823.1,6549101.286,4366067.524,-10915168.81
3/26/2008,2362761911,1526344195,836417716.5,413483334.4,210285810.1,1741355528,1500353813,862408097.5,434748191.6,233913429.2,1694100290,1552334576,810427335.5,392218477.2,184295429.1,1786248005,-51980762.04,51980762.04,42529714.4,49618000.13,-92147714.53
3/27/2008,2178113322,1441911019,736202302.8,446513231,211276992.2,1520323099,1387458186,790655135.9,398594737.9,230880012.1,1550816685,1496363852,681749469.8,496609837.4,191673972.3,1489829512,-108905666.1,108905666.1,-98015099.49,39206039.8,60987173.02
3/30/2008,3130513335,4961600629,1721782334,219135933.5,181569773.4,2729807628,1352381761,1778131574,278615686.8,122090020.1,2732938141,1465080241,1665433094,159656180.1,244180040.1,2726677115,-112698480.1,112698480.1,118959506.7,-122090020.1,6261026.67
3/31/2008,11025779175,447663406.9,2682849928,115828993.4,97045913.39,2917638428,1433351293,9592427882,452056946.2,352824933.6,10220897295,1731047330,9294731845,363850712.8,341799154.4,10320129308,-297696037.7,297696037.7,88206233.4,11025779.18,-99232012.58
4/1/2008,1918821355,1293285593,625535761.7,395277199.1,149668065.7,1373876090,1264503273,654318082.1,378007806.9,117048102.7,1423765445,1320149092,598672262.8,410627770,182288028.7,1325905556,-55645819.29,55645819.3,-32619963.04,-65239926.07,97859889.11
4/2/2008,2033760590,1287370453,746390136.5,496237584,168802129,1368720877,1218222593,815537996.6,516575189.9,101688029.5,1415497371,1356518314,677242276.5,475899978.1,235916228.4,1319910623,-138295720.1,138295720.1,40675211.8,-134228198.9,95586747.73
4/3/2008,1726835236,1044735318,682099918.2,362635399.6,136419983.6,1226053018,1017105954,709729282,395445269,129512642.7,1201877324,1074091517,652743719.2,329825530.1,145054159.8,1251955546,-56985562.79,56985562.79,65619738.97,-15541517.12,-50078221.84
4/6/2008,1210006324,876044578.6,333961745.4,156090815.8,91960480.62,961955027.6,845794420.5,364211903.5,166980872.7,100430524.9,942594926.4,906294736.7,303711587.3,143990752.6,84700442.68,981315128.8,-60500316.2,60500316.2,22990120.16,15730082.21,-38720202.37
4/7/2008,4928130394,1374948380,3553182014,630800690.4,206981476.5,4090348227,1350307728,3577822666,616016299.3,206981476.5,4105132618,1404517162,3523613232,640656951.2,206981476.5,4080491966,-54209434.33,54209434.33,-24640651.97,0,24640651.97
4/8/2008,2723669673,1882055744,841613929,484813201.8,212446234.5,2026410237,1813964002,909705670.8,503878889.5,220617243.5,2001897210,1947423816,776245856.8,463023844.4,206998895.1,2053646933,-133459814,133459814,40855045.1,13618348.37,-51749723.79
4/9/2008,2869110953,1982555669,886555284.5,295518428.2,395937311.5,2177655213,1864922119,1004188834,335685981.5,358638869.1,2177655213,2100189218,768921735.4,255350874.8,433235753.9,2177655213,-235267098.1,235267098.1,80335106.68,-74596884.78,0
4/10/2008,2025545113,1482699023,542846090.3,243065413.6,123558251.9,1658921448,1498903384,526641729.4,172171334.6,131660432.3,1721713346,1464469117,561075996.3,311933947.4,115456071.4,1598155094,34434266.92,-34434266.92,-139762612.8,16204360.9,123558251.9
4/13/2008,2210939823,1669259566,541680256.6,152554847.8,234359621.2,1824025354,1669259566,541680256.6,103914171.7,194562704.4,1912462947,1667048627,543891196.5,201195523.9,274156538.1,1737798701,2210939.823,-2210939.823,-97281352.21,-79593833.63,174664246
4/14/2008,2385456688,1519535910,865920777.7,360203959.9,274327519.1,1748539752,1529077737,856378951,357818503.2,283869345.9,1743768839,1509994084,875462604.5,364974873.3,267171149.1,1753310666,19083653.5,-19083653.5,-7156370.064,16698196.82,-9541826.752
4/15/2008,2300612547,1506901218,793711328.7,345091882.1,243864930,1713956348,1499999381,800613166.4,308282081.3,253067380.2,1739263086,1513803056,786809491.1,379601070.3,234662479.8,1686348997,-13803675.28,13803675.28,-71318988.96,18404900.38,52914088.58
4/16/2008,2199248841,1612049400,587199440.5,301297091.2,202330893.4,1697820105,1598853907,600394933.6,310094086.6,202330893.4,1686823861,1623045645,576203196.3,290300847,200131644.5,1706617101,-24191737.25,24191737.25,19793239.57,2199248.841,-19793239.57
4/17/2008,1877192441,1366596097,510596344,309736752.8,138912240.6,1426666255,1299017169,578175271.8,315368330.1,150175395.3,1413525908,1434175025,443017416.1,305982367.9,129526278.4,1441683795,-135157855.8,135157855.8,9385962.205,20649116.85,-28157886.62
4/20/2008,1809322763,1315377649,493945114.3,238830604.7,130271238.9,1440220919,1270144580,539178183.4,336534033.9,85038169.86,1387750559,1358801395,450521368,141127175.5,177313630.8,1490881957,-88656815.39,88656815.39,195406858.4,-92275460.91,-103131397.5
4/21/2008,1915909990,1126555074,789354915.9,398509277.9,113038689.4,1402446113,1067161864,848748125.6,459818397.6,53645479.72,1400530203,1187864194,728045796.2,339116068.2,172431899.1,1404362023,-120702329.4,120702329.4,120702329.4,-118786419.4,-3831819.98
4/22/2008,2412790501,1196744088,1216046413,369156946.7,291947650.6,1751685904,1194331298,1218459203,431889499.7,361918575.2,1618982426,1196744088,1216046413,308837184.1,219563935.6,1884389381,-2412790.501,2412790.501,123052315.6,142354639.6,-265406955.1
4/23/2008,2830736301,894512671.1,1936223630,342519092.4,82091352.73,2408956592,942635188.2,1888101113,271750684.9,87752825.33,2474063527,843559417.7,1987176883,413287499.9,76429880.13,2341018921,99075770.54,-99075770.53,-141536815.1,11322945.2,133044606.1
5/4/2008,2424467691,1318910424,1105557267,247295704.5,237597833.7,1937149685,1052218978,1372248713,307907396.8,218202092.2,1898358202,1583177402,841290288.8,186684012.2,259418042.9,1978365636,-530958424.3,530958424.3,121223384.6,-41215950.75,-80007433.8
5/5/2008,2786652691,1627405172,1159247519,523890705.9,323251712.2,1936723620,1457419357,1329233334,621423550.1,331611670.2,1830830818,1797390986,989261705.3,423571209,314891754.1,2048189728,-339971628.3,339971628.3,197852341.1,16719916.15,-217358909.9
5/6/2008,4462712871,1044274812,3418438059,432883148.5,214210217.8,3820082218,406106871.3,4056606000,437345861.4,187433940.6,3837933069,1686905465,2775807406,423957722.7,240986495,3797768653,-1280798594,1280798594,13388138.61,-53552554.45,40164415.84
5/7/2008,2187954939,1465929809,722025129.9,391643934.1,190352079.7,1605958925,1398103206,789851733,367576429.8,144405026,1678161438,1535944367,652010571.8,417899393.3,236299133.4,1533756412,-137841161.2,137841161.2,-50322963.6,-91894107.44,144405026
5/8/2008,2707437250,1735467277,971969972.8,506290765.8,311355283.8,1889791201,1754419338,953017912,381748652.3,335722219,1989966379,1716515217,990922033.5,628125442,289695785.8,1789616022,37904121.5,-37904121.5,-246376789.8,46026433.25,200350356.5
5/11/2008,2360761872,1369241886,991519986.2,365918090.2,167614092.9,1824868927,1487279979,873481892.6,266766091.5,127481141.1,1966514639,1248843030,1111918842,467430850.7,210107806.6,1683223215,238436949.1,-238436949.1,-200664759.1,-82626665.52,283291424.6
5/12/2008,2544507772,1485992539,1058515233,605592849.7,236639222.8,1704820207,1526704663,1017803109,534346632.1,201016114,1809145026,1445280414,1099227358,674294559.6,269717823.8,1600495389,81424248.7,-81424248.7,-139947927.5,-68701709.84,208649637.3
5/13/2008,2498574638,921974041.4,1576600597,522202099.3,192390247.1,1783982292,914478317.5,1584096320,449743434.8,292333232.6,1756497971,929469765.3,1569104873,594660763.8,94945836.24,1808968038,-14991447.83,14991447.83,-144917329,197387396.4,-52470067.4
5/14/2008,1834967340,1117495110,717472229.9,422042488.2,168816995.3,1245942824,1078960796,756006544.1,361488566,231205884.8,1242272889,1156029424,678937915.8,480761443.1,106428105.7,1247777791,-77068628.28,77068628.28,-119272877.1,124777779.1,-5504902.02
5/15/2008,2066872166,961095557.2,1105776609,520851785.8,152948540.3,1393071840,847417588.1,1219454578,514651169.3,183951622.8,1368269374,1076840398,990031767.5,527052402.3,121945457.8,1417874306,-229422810.4,229422810.4,-12401233,62006164.98,-49604931.98
5/18/2008,1294690770,774225080.5,520465689.5,242107174,111343406.2,942534880.6,731500285.1,563190485,308136403.3,80270827.74,906283539,816949875.9,477740894.1,176077944.7,141121293.9,977491531.4,-85449590.82,85449590.82,132058458.5,-60850466.19,-71207992.35
5/19/2008,2044200085,966906640.2,1077293445,445635618.5,159447606.6,1439116860,940332039.1,1103868046,449724018.7,157403406.5,1439116860,991437041.2,1052763044,439503018.3,161491806.7,1443205260,-51105002.13,51105002.13,10221000.43,-4088400.17,-4088400.17
5/20/2008,2010752023,1138085645,872666378,446386949.1,116623617.3,1447741457,1138085645,872666378,460462213.3,118634369.4,1433666192,1138085645,872666378,434322437,1146128653,1461816721,0,0,26139776.3,-1027494284,-28150528.32
5/21/2008,2019911428,1058433588,961477839.7,408022108.5,135334065.7,1476555254,1056413677,963497751.2,377723437,151493357.1,1490694634,1058433588,961477839.7,438320779.9,119174774.3,1462415874,-2019911.428,2019911.428,-60597342.84,32318582.85,28278759.99
5/22/2008,1841686144,1359164374,482521769.7,241260884.9,139968146.9,1460457112,1351797630,489888514.3,233894140.3,162068380.7,1445723623,1364689433,476996711.3,246785943.3,117867913.2,1477032287,-12891803.01,12891803.01,-12891803.01,44200467.46,-31308664.45
5/25/2008,1500000000,1203000000,297000000,136500000,105000000,1270500000,1278000000,222000000,109500000,82500000,1308000000,1129500000,370500000,163500000,126000000,1210500000,148500000,-148500000,-54000000,-43500000,97500000
5/26/2008,1616042714,1174863053,441179660.9,211701595.5,208469510.1,1195871608,1166782840,449259874.5,184228869.4,255334748.8,1176479096,1184559309,431483404.6,239174321.7,161604271.4,1216880164,-17776469.85,17776469.85,-54945452.28,93730477.41,-40401067.85
5/27/2008,2791191277,1783571226,1007620051,357272483.5,499623238.6,1934295555,1736120974,1055070303,410305117.7,527535151.4,1853351008,1831021478,960169799.3,304239849.2,471711325.8,2018031293,-94900503.42,94900503.42,106065268.5,55823825.54,-164680285.3
5/28/2008,2337702915,1348854582,988848333,411435713,182340827.4,1743926375,1353529988,984172927.2,406760307.2,217406371.1,1713536237,1341841473,995861441.8,413773416,149612986.6,1774316512,11688514.58,-11688514.58,-7013108.745,67793384.54,-60780275.79
5/29/2008,2457626094,1445084143,1012541951,786440350.1,221186348.5,1447541769,1474575656,983050437.6,756948837,285084626.9,1418050256,1415592630,1042033464,818389489.3,159745696.1,1479490909,58983026.26,-58983026.26,-61440652.35,125338930.8,-61440652.35
6/1/2008,2500000000,1277500000,1222500000,142500000,145000000,2212500000,1292500000,1207500000,145000000,135000000,2220000000,1260000000,1240000000,140000000,157500000,2202500000,32500000,-32500000,5000000,-22500000,17500000
6/2/2008,1806431322,1320501296,485930025.6,270964698.3,173417406.9,1362049217,1306049846,500381476.2,276383992.3,146320937.1,1383726393,1334952747,471478575,267351835.7,198707445.4,1340372041,-28902901.15,28902901.15,9032156.61,-52386508.34,43354351.73
6/3/2008,1477775381,1093553782,384221599.1,152210864.2,147777538.1,1176309203,1080253804,397521577.5,195066350.3,143344212,1139364819,1105375985,372399396,110833153.6,152210864.2,1214731363,-25122181.48,25122181.48,84233196.72,-8866652.286,-75366544.43
6/4/2008,2165020719,1249216955,915803764.1,413518957.3,229492196.2,1524174586,1264372100,900648619.1,383208667.3,261967507,1519844545,1234061810,930958909.2,443829247.4,194851864.7,1528504628,30310290.07,-30310290.07,-60620580.13,67115642.29,-8660082.876
6/5/2008,1649130123,875688095.3,773442027.7,336422545.1,115439108.6,1197268469,888881136.3,760248986.7,347966456,100596937.5,1200566730,862495054.3,786635068.7,324878634.2,128632149.6,1195619339,26386081.97,-26386081.97,23087821.72,-28035212.09,4947390.369
6/8/2008,1598627843,1159005186,439622656.8,231801037.2,121495716.1,1245331090,1224548928,374078915.3,151869645.1,190236713.3,1258120112,1091862817,506765026.2,313331057.2,52754718.82,1232542067,132686111,-132686111,-161461412.1,137481994.5,25578045.49
6/9/2008,1500000000,1113000000,387000000,244500000,105000000,1150500000,1150500000,349500000,256500000,118500000,1125000000,1074000000,426000000,234000000,90000000,1176000000,76500000,-76500000,22500000,28500000,-51000000
6/10/2008,2100000000,1285200000,814800000,308700000,100800000,1688400000,1304100000,795900000,241500000,113400000,1745100000,1266300000,833700000,378000000,90300000,1631700000,37800000,-37800000,-136500000,23100000,113400000
6/11/2008,1370155914,998843661.3,371312252.7,245257908.6,105502005.4,1019396000,968700231.2,401455682.8,317876172,113722940.9,938556801.1,1030357247,339798666.7,174009801.1,97281069.89,1098865043,-61657016.13,61657016.13,143866371,16441870.97,-160308241.9
6/12/2008,2162256664,1210863732,951392932.2,250821773,147033453.2,1764401438,1165456342,996800322.1,300553676.3,164331506.5,1697371481,1254108865,908147798.9,203252126.4,127573143.2,1833593651,-88652523.22,88652523.22,97301549.88,36758363.29,-136222169.8
6/15/2008,1451951951,903114113.5,548837837.5,294746246.1,87117117.06,1070088588,921989488.9,529962462.1,262803303.1,87117117.06,1102031531,885690690.1,566261260.9,326689189,87117117.06,1038145645,36298798.78,-36298798.78,-63885885.84,0,63885885.84
6/16/2008,1502884516,1018955702,483928814.2,258496136.8,126242299.3,1118146080,1011441279,491443236.7,279536520,97687493.54,1127163387,1024967240,477917276.1,238958638,154797105.1,1109128773,-13525960.64,13525960.64,40577881.93,-57109611.61,18034614.19
6/17/2008,1719419501,1115903256,603516244.9,257912925.2,304337251.7,1158888744,930205950,789213551,263071183.7,514106430.8,942241886.5,1299881143,419538358.2,251035247.1,94568072.56,1373816181,-369675192.7,369675192.7,12035936.51,419538358.2,-431574294.8
6/18/2008,1373569029,824141417.4,549427611.6,192299664.1,178563973.8,1002705391,824141417.4,549427611.6,192299664.1,178563973.8,1002705391,824141417.4,549427611.6,192299664.1,178563973.8,1002705391,0,0,0,0,0
6/19/2008,1178817248,766231211.2,412586036.8,176822587.2,117881724.8,884112936,766231211.2,412586036.8,176822587.2,117881724.8,884112936,766231211.2,412586036.8,176822587.2,117881724.8,884112936,0,0,0,0,0
6/22/2008,1100000000,745800000,354200000,73700000,67100000,959200000,754600000,345400000,70400000,50600000,979000000,737000000,363000000,77000000,84700000,938300000,17600000,-17600000,-6600000,-34100000,40700000
6/23/2008,1300000000,1011400000,288600000,157300000,104000000,1038700000,989300000,310700000,161200000,106600000,1032200000,1032200000,1032467800,153400000,100100000,1046500000,-42900000,-721767800,7800000,6500000,-14300000
6/24/2008,1340678954,974673599.6,366005354.4,202442522.1,111276353.2,1026960079,946519341.5,394159612.5,235959495.9,99210242.6,1005509216,1002827858,337851096.4,170266227.2,123342463.8,1047070263,-56308516.07,56308516.07,65693268.75,-24132221.17,-41561047.57
6/25/2008,1801748189,1284646459,517101730.2,324314674,122518876.9,1354914638,1304465689,497282500.2,349539148.7,104501395,1347707645,1266628977,535119212.1,297288451.2,142338106.9,1362121631,37836711.97,-37836711.97,52250697.48,-37836711.97,-14413985.51
6/26/2008,1651750633,1024085392,627665240.5,452579673.4,206468829.1,992702130.4,953060115.2,698690517.8,477355932.9,211424081,962970619,1093458919,558291714,426151663.3,201513577.2,1022433642,-140398803.8,140398803.8,51204269.62,9910503.798,-59463022.79
6/29/2008,1340657839,678372866.5,662284972.5,81780128.18,64351576.27,1194526135,671669577.3,668988261.7,91164733.05,79098812.5,1170394293,685076155.7,655581683.3,72395523.31,49604340.04,1218657976,-13406578.39,13406578.39,18769209.75,29494472.46,-48263682.2
6/30/2008,6294056310,1114047967,1493807294,72603027.64,41746740.89,1698910847,317638245.9,1497437445,78048254.71,50822119.35,1686205317,324898548.7,1490177142,68972876.26,34486438.13,1713431452,-7260302.764,7260302.764,9075378.455,16335681.22,-27226135.36
7/2/2008,1815075691,795003152.7,1020072538,328528700.1,88938708.86,1399423358,752711889.1,1063634355,363015138.2,67157800.57,1384902752,836749893.6,978325797.4,292227186.3,108904541.5,1413943963,-84038004.49,85308557.48,70787951.95,-41746740.89,-29041211.06
7/3/2008,1822881574,1337995075,484886498.7,322650038.6,165882223.2,1334349312,1312474733,510406840.7,344524617.5,111195776,1368984062,1365338299,457543275.1,302598341.3,220568670.5,1301537444,-52863565.65,52863565.65,41926276.2,-109372894.4,67446618.24
7/6/2008,1081257936,832568610.7,248689325.3,126507178.5,125425920.6,829324836.9,814187225.8,267070710.2,127588436.4,121100888.8,832568610.7,849868737.7,231389198.3,124344662.6,129750952.3,827162321,-35681511.89,35681511.89,3243773.808,-8650063.488,5406289.68
7/7/2008,1584554910,1213769061,370785848.9,199653918.7,198069363.8,1186831628,1186831628,397723282.4,221837687.4,160040045.9,1202677177,1242291049,342263860.6,175885595,237683236.5,1170986078,-55459421.85,55459421.85,45952092.39,-77643190.59,31691098.2
7/8/2008,1398679323,874174576.9,524504746.1,309108130.4,156652084.2,932919108.4,605628146.9,793051176.1,285330581.9,128678497.7,1025231944,868579859.6,530099463.4,339879075.5,184625670.6,934317787.8,-262951712.7,262951712.7,-54548493.6,-55947172.92,90914155.99
7/9/2008,2285815649,1019473779,1266341870,438876604.6,164578726.7,1682360318,989758176,1296057473,466306392.4,144006385.9,1675502871,1051475199,1234340450,411446816.8,182865251.9,1691503580,-61717022.52,61717022.52,54859575.58,-38858866.03,-16000709.54
7/10/2008,1457849178,884914451,572934727,271159947.1,113712235.9,1074434844,858673165.8,599176012.2,313437573.3,103507291.6,1040904313,909697887.1,548151290.9,228882320.9,122459331,1107965375,-51024721.23,51024721.23,84555252.32,-18952039.31,-67061062.19
7/13/2008,1030859733,703046337.9,327813395.1,119579729,112363710.9,798916293.1,703046337.9,327813395.1,148443801.6,86592217.57,795823713.9,703046337.9,327813395.1,89684796.77,138135204.2,802008872.3,0,0,58759004.78,-51542986.65,-6185158.398
7/14/2008,1216044899,815966127.2,400078771.8,205511587.9,144709343,865823968.1,745435523.1,470609375.9,221320171.6,89987322.53,903521360,886496731.4,329548167.6,188486959.3,200647408.3,828126576.2,-141061208.3,141061208.3,32833212.27,-110660085.8,75394783.74
7/15/2008,1500000000,868500000,631500000,310500000,178500000,1011000000,822000000,678000000,333000000,153000000,1014000000,915000000,585000000,289500000,204000000,1011000000,-93000000,93000000,43500000,-51000000,3000000
7/16/2008,1308001879,939145349.1,368856529.9,227592326.9,103332148.4,977077403.6,906445302.1,401556576.9,270756389,98100140.93,939145349.1,973153398,334848481,185736266.8,107256154.1,1016317460,-66708095.83,66708095.83,85020122.14,-9156013.153,-77172110.86
7/17/2008,990507792,647792096,342715696,183243941.5,56458944.14,750804906.3,655716158.3,334791633.7,192158511.6,45563358.43,752785921.9,640858541.4,349649250.6,174329371.4,67354529.86,747833383,14857616.88,-14857616.88,17829140.26,-21791171.42,4952538.96
7/20/2008,907015647,653051265.8,253964381.2,154192660,87073502.11,665749484.9,667563516.2,239452130.8,142401456.6,92515595.99,673005610.1,638539015.5,268476631.5,166890879,82538423.88,658493359.7,29024500.7,-29024500.7,-24489422.47,9977172.117,14512250.35
7/21/2008,1052649694,664221956.9,388427737.1,251583276.9,118949415.4,682117001.7,705275295,347374399,175792498.9,187371645.5,690538199.3,623168618.8,429481075.2,327374054.8,50527185.31,674748453.9,82106676.13,-82106676.13,-151581555.9,136844460.2,15789745.41
7/22/2008,878758968,565920775.4,312838192.6,233749885.5,57998091.89,587010990.6,532527934.6,346231033.4,246931270,65028163.63,567678293.3,599313616.2,279445351.8,220568501,50968020.14,607222446.9,-66785681.57,66785681.57,26362769.04,14060143.49,-39544153.56
7/24/2008,1051869085,657418178.1,394450906.9,282952783.9,84149526.8,684766774.3,604824723.9,452303706.6,319768201.8,72578966.87,659521916.3,715270977.8,336598107.2,246137365.9,95720086.74,710011632.4,-110446253.9,115705599.4,73630835.95,-23141119.87,-50489716.08
7/27/2008,1101244391,744441208.3,356803182.7,105719461.5,74884618.59,920640310.9,740036230.8,361208160.2,94707017.63,61669685.9,944867687.5,748846185.9,352398205.1,116731905.4,88099551.28,897514178.7,-8809955.128,8809955.128,-22024887.82,-26429865.38,47353508.81
