BUY,Date,Retail,Institutional,Foreign,Regional,Local
BUY,10/2/2011,174712644,62025356,26988132,60604928,149144940
BUY,10/3/2011,113249555.6,64815783.4,47187314.84,14067161.78,116810862.4
BUY,10/4/2011,124626831.2,79011781.84,52131484.93,19345668.24,132161459.8
BUY,10/5/2011,143540349.2,98926456.85,77589377.92,13335674.33,151541753.8
BUY,10/9/2011,101849571.9,60331275.08,43951009.54,10055212.51,108174624.9
BUY,10/10/2011,112122546.8,102671604.2,77325894.36,16109561.33,121358695.3
BUY,10/11/2011,126443342.4,140878734.6,90889506.18,34217225.86,142215345
BUY,10/12/2011,136464321.3,177969598.7,132376680.3,37103202.56,144954037.1
BUY,10/13/2011,208594017.1,205283000.9,109677409.8,79878264.47,224321343.8
BUY,10/16/2011,157170886.6,53796746.42,35442562.34,4641287.926,170883782.7
BUY,10/17/2011,177762860.6,127147706.4,89643706.7,21038829.12,194228031.2
BUY,10/18/2011,173238164.1,83791752.94,57060641.57,15935854.85,184033420.6
BUY,10/19/2011,189606270,119198730,100052820,18219495,190532685
BUY,10/20/2011,163388489.9,84169828.12,63622487.73,6684074.586,177251755.7
BUY,10/23/2011,159584341.8,27941324.23,15752155.94,4688141.65,167085368.4
BUY,10/24/2011,162088240.1,146651264.9,108367566.3,24081681.39,175981517.9
BUY,10/25/2011,154488615,96712385,77872310,9294437,164034253
BUY,10/26/2011,133213470,89551530,75071805,16707375,130985820
BUY,10/27/2011,165029527.7,156227096.3,90851373.27,17797616.97,212607633.8
BUY,10/30/2011,182585374.8,93975326.2,60539137.45,28070911.15,187950652.4
BUY,10/31/2011,139534200,207565800,136757400,27420900,182921700
BUY,11/1/2011,119822627.5,89657490.5,130506113.5,11102446.25,67871558.23
BUY,11/2/2011,120213913.3,145158963.7,118887048.9,91288269.69,55197558.42
BUY,11/3/2011,128182569.6,78563510.4,150924638.4,8063097.12,47758344.48
BUY,11/9/2011,99327676.56,78043174.44,107664106.6,9045913.401,60660831.04
BUY,11/10/2011,17608617,132892383,7660500.9,1264208.4,141576290.7
BUY,11/13/2011,144650280,23547720,8241702,7737108,152219190
BUY,11/14/2011,127409050.3,65051750.74,39839385.81,17321472.09,135299943.1
BUY,11/15/2011,127888050,57456950,28913820,12418115,144013065
BUY,11/16/2011,221624663.8,138740643.2,92974249.21,97298632.89,170092424.9
BUY,11/17/2011,99077981.75,130801326.3,96089550.74,20689137.72,113100619.5
BUY,11/20/2011,112471644.9,88370578.12,48001291.3,20485906.75,132355025
BUY,11/21/2011,138582048.6,124381990.4,69422506.3,44966850.67,148574682
BUY,11/22/2011,132298116.4,118741952.6,86608823.81,25857127.11,138574118.1
BUY,11/23/2011,140067820,127237180,106654695,13365250,147285055
BUY,11/24/2011,125811697.7,125309455.3,108735459.2,9542603.814,132843089.9
BUY,11/29/2011,256213004.9,160393507.1,120815888.5,43743683.76,252046939.8
BUY,11/30/2011,159469721.2,127863109.8,90509841.77,28445950.27,168377039
BUY,12/1/2011,186338744.7,131645461.3,99847040.68,13037352.45,205099812.9
BUY,12/4/2011,140872009.3,59230276.66,44622809.78,7603886.868,147875589.4
BUY,12/5/2011,130736187,169117453,140031649.9,12893706.52,146928283.6
BUY,12/6/2011,151642443.2,103218805.8,79006987.19,10959033.71,164895228.1
BUY,12/7/2011,225673088.4,189167147.6,161787692,9126485.192,243511218.5
BUY,12/8/2011,115291573.1,46407687.91,26195280.28,3557383.742,131946597
BUY,12/11/2011,126405696.9,25707055.09,10952118.14,5476059.072,135684574.8
BUY,12/12/2011,151289415.4,60304172.58,30046289.5,9944898.636,171602399.9
BUY,12/13/2011,102743984.7,60341705.3,34900337.66,8480455.88,119704896.5
BUY,12/14/2011,99329879.09,33464076.91,18059978.02,4249406.592,110484571.4
BUY,12/15/2011,104458395.7,86857347.32,62368932.22,26784204.02,102162606.8
BUY,12/18/2011,115654397.1,38963780.86,21182690.39,5102399.874,128333087.7
BUY,12/19/2011,87001056.47,72633909.53,46294140.14,6385398.64,106955427.2
BUY,12/20/2011,126040332,56891935.04,34757130.73,11707665.09,136467471.2
BUY,12/21/2011,98199022.07,41090370.94,20057672.59,15043254.44,104188466
BUY,12/22/2011,124616778.1,78342143.89,44245045,17454467.29,141259409.7
BUY,12/25/2011,90932551.6,7907178.4,1284916.49,2372153.52,95182659.99
BUY,12/26/2011,71273006.53,15751421.47,1131317.564,5308490.108,80584620.33
BUY,12/27/2011,80960418.82,35697245.18,15865442.3,3616387.584,97175834.11
BUY,12/28/2011,102518462.8,91278253.24,42635277.52,8527055.504,142634383
BUY,12/29/2011,95765965.32,1164312526,26461648.31,7560470.946,1226056372
BUY,1/2/2012,71220694.5,23740231.5,14623982.6,3228671.484,77108271.91
BUY,1/3/2012,75332952.75,31826297.25,17466957.75,3964892.25,85727400
BUY,1/4/2012,60411277.32,39939681.68,28800725.23,1806317.262,69743916.51
BUY,1/5/2012,64516998.52,29418819.48,19132847.41,1778205.035,73024765.56
BUY,1/9/2012,77672777,93036623,8023341.8,72722204.4,89963853.8
BUY,1/10/2012,135505357.6,122600085.4,90853115.94,11872850.38,155379476.7
BUY,1/11/2012,111117441.7,69561325.3,48060552.02,8311223.282,124306991.7
BUY,1/12/2012,119662079.8,101116665.2,77051782.01,6402583.605,137324379.4
BUY,1/15/2012,123412681.1,61891644.88,36319647.9,12785998.49,136198679.6
BUY,1/16/2012,116978476.3,88246920.71,46996615.91,7182888.895,151045892.2
BUY,1/17/2012,155601146.9,102872519.1,69787889.82,6978788.982,181706987.2
BUY,1/18/2012,146143136.3,140975009.7,93026279.3,10623371.4,183468495.3
BUY,1/19/2012,123095718.2,119218687.8,78267553.14,7269432.18,156777420.7
BUY,1/22/2012,106264969.4,213810239.6,168359559.9,22085189.42,129630459.6
BUY,1/23/2012,130669012.6,101425148.4,69628248.3,20888474.49,141577438.2
BUY,1/24/2012,227808198.4,266352752.6,198652702.3,15813150.43,279695098.3
BUY,1/26/2012,313997468.2,340163923.8,208677484,36633037.95,408850870
BUY,1/29/2012,336413915.4,262187357.6,168805559,55669918.39,374125795.6
BUY,1/30/2012,302908244.2,149193612.8,69397635.05,25860226.22,356843995.7
BUY,1/31/2012,363718937.8,245525514.2,157185068.6,35945422.67,416113960.7
BUY,2/1/2012,319384188.4,144837015.6,84024037.92,28781714.65,351415451.4
BUY,2/2/2012,360721955.9,165111799.1,65729219.38,49428372.97,410676162.7
BUY,2/6/2012,199340710.9,137953216.1,79938660.7,16190108.5,241165157.8
BUY,2/7/2012,263620910.5,147644160.5,57577109.94,28377289.9,325310671.2
BUY,2/8/2012,319660540.8,179809054.2,56440064.24,59436881.81,383592649
BUY,2/9/2012,421300585.4,277373685.6,174668567.8,41221781.99,482783921.3
BUY,2/12/2012,432574896.8,143423634.2,59327848.69,59903847.22,456766835.1
BUY,2/13/2012,445529407.2,262784435.8,117580097.9,51706910.54,539026834.5
BUY,2/14/2012,649094209.1,214062983.9,83726247.72,71642047.02,707788898.3
BUY,2/15/2012,489363551.9,124643414.1,62628710.53,19648222.91,531116025.6
BUY,2/16/2012,478528618.8,194507413.2,84802540.03,45093414.14,543140077.8
BUY,2/19/2012,454508348.5,208040264.5,101369937.8,36440173.72,524738501.5
BUY,2/20/2012,504028951.8,340240649.2,132550327.4,26172357.63,685546916
BUY,2/21/2012,424162142.7,125983308.3,64367017.77,25856836.2,459921597
BUY,2/22/2012,313516720.6,123745093.4,69524628.43,30608326.98,337128858.6
BUY,2/23/2012,545756574.9,197780993.1,127888461.7,62457155.71,553191950.6
BUY,2/26/2012,526080253.8,150115445.2,98724572.05,27724023.66,549747103.3
BUY,2/27/2012,501363107.9,118368793.1,60113994.4,27887935.55,531729971.1
BUY,2/28/2012,480224902.4,131526565.6,77692436.44,63010401.2,471048630.4
BUY,2/29/2012,476667836.6,294639342.4,184342415.8,59390652.78,527574110.4
BUY,3/1/2012,459204203,244018160,135721916.1,36567562.88,530932884.1
BUY,3/4/2012,503518718.1,120420213.9,31820885.53,94838717.66,497279328.8
BUY,3/5/2012,445159469.5,194437469.5,110650270.4,47969770.43,480976898.1
BUY,3/6/2012,528843738,260475274,120765808.8,82089177.25,586464025.9
BUY,3/7/2012,595191080.4,221257589.6,81644867,65315893.6,669487909.4
BUY,3/8/2012,441744766,170090090,100952751.2,104623760.4,406258344.4
BUY,3/11/2012,451547360.4,110778119.6,50609293.2,107966492.2,403749694.6
BUY,3/12/2012,496737705.5,136049180.5,63911475.49,120229508.3,448645902.2
BUY,3/13/2012,436468133.3,145489377.8,57031836.08,55285963.55,469639711.4
BUY,3/14/2012,373377688.7,233740504.3,106852802,60711819.3,439553571.7
BUY,3/15/2012,320028634.1,176139790.9,113126400.9,37212631.88,345829392.2
BUY,3/18/2012,176188500,34311500,17261000,8630500,184608500
BUY,3/19/2012,265284219.7,78348189.25,46390375.22,54981185.44,242260848.3
BUY,3/20/2012,359013184.6,128776468.4,60827369.73,45266879.8,381695403.5
BUY,3/21/2012,269112007.7,97026778.29,31121796.81,46499625.82,288517363.4
BUY,3/22/2012,229357461.1,100179120.9,57998438.43,26362926.56,245175217
BUY,3/25/2012,256809322.5,83335475.51,44558968.54,24830570.25,270755259.2
BUY,3/26/2012,244894268.4,143826792.6,89405844.03,31097684.88,268217532.1
BUY,3/27/2012,217194245.2,208676823.8,155230004.7,15459119.8,255181944.5
BUY,3/28/2012,309177110.7,166564775.3,91719691.24,35872051.3,348150143.5
BUY,3/29/2012,327677590.2,144480320.8,89237845.18,34939685.41,347980380.4
BUY,4/1/2012,141836350.1,78064967.89,61352467.72,8796052.72,149752797.6
BUY,4/2/2012,179152961.6,168852014.4,138401579,6542493.549,203060903.5
BUY,4/3/2012,240655187.8,137733472.2,92705221.7,74920954.68,210762483.6
BUY,4/4/2012,215209694.3,156932263.7,101631968.7,31371567.06,239138422.2
BUY,4/5/2012,194209364.1,185848099.9,73351090.55,34585229.22,272121144.2
BUY,4/8/2012,191301887.2,47825471.8,15065023.62,29890919.88,194171415.5
BUY,4/9/2012,207434434.3,99421237.73,31912989.89,32219845.56,242722836.6
BUY,4/10/2012,195923834.5,152075871.5,70574340.38,20357982.8,257067382.8
BUY,4/11/2012,202970688.8,221654183.2,55201233.36,32271490.27,337152148.4
BUY,4/12/2012,246416967.8,178439873.2,86670795.56,37812258.85,300373786.6
BUY,4/17/2012,138753717.2,124037413.8,91188522.46,18395379.17,153207229.4
BUY,4/18/2012,155375980.9,98921860.15,52893950.93,20852422.96,180551467.1
BUY,4/19/2012,218703446.8,91514208.23,49014389.49,98028778.98,163174486.5
BUY,4/22/2012,239258532.4,71870898.56,33913107.98,18667765.86,258548557.2
BUY,4/23/2012,428997166.8,359600566.2,166157542.3,76967138.74,545473051.9
BUY,4/24/2012,319965014.2,167044139.8,65746235.79,55032034.4,366230883.8
BUY,4/26/2012,296019167.1,240247439.9,186620779.2,26277063.74,323368764
BUY,4/29/2012,209910736.5,47017949.54,14644935.1,20554294.88,221729456
BUY,4/30/2012,242044632.2,108744689.8,76472072.2,32623406.95,241693842.9
BUY,5/2/2012,213388170.2,143448234.8,103125721,34613131.29,219097552.7
BUY,5/3/2012,230397285.4,90044001.65,47104869.19,51911488.49,221424929.3
BUY,5/7/2012,204236238.3,33247759.72,8074455.932,14486523.88,214923018.2
BUY,5/8/2012,225006168.6,162935501.4,97117317.67,31555175.44,259269176.9
BUY,5/9/2012,204497445.8,128018726.2,82464010.66,22278583.52,227773577.8
BUY,5/10/2012,178359559.9,97738830.06,51354300.54,17946395.35,206797694.1
BUY,5/13/2012,205960793.9,63269002.06,14807638.78,32576805.32,221845351.9
BUY,5/14/2012,247496847.4,139822162.6,68168145.76,28661606.74,290489257.5
BUY,5/15/2012,210981918.1,155943156.9,102739021,17612403.6,246573650.4
BUY,5/16/2012,196506078.5,134312235.5,83035396.81,16210097.39,231572819.8
BUY,5/17/2012,227378110.8,145984961.2,83259965.06,25388688.9,264714418
BUY,5/20/2012,127339946,119442895,87607908.56,17028016.03,142146916.4
BUY,5/21/2012,159791845.4,130738782.6,33411022.22,77281147.05,179838458.7
BUY,5/22/2012,136489897.1,75450936.9,30095598.43,26280663.42,155564572.2
BUY,5/23/2012,201190299.7,190993520.3,63533778.84,116086410.7,212563630.4
BUY,5/24/2012,209491779.5,127311724.5,47489294.06,112492370.3,176821839.6
BUY,5/27/2012,2492730.69,246780338.3,246281792.2,249273.069,2742003.759
BUY,5/28/2012,152867055.8,87868465.17,40684303.05,17814428.55,182236789.4
BUY,5/29/2012,119182915.5,133323261.5,40653494.5,91407236.07,120445446.4
BUY,5/30/2012,261336077.6,65334019.4,25480267.57,149614904.4,151574925
BUY,5/31/2012,157037184.9,250851607.1,129300747.1,85656646.32,192931398.6
BUY,6/3/2012,102145706.7,43985490.3,26888140.25,10083052.59,109160004.2
BUY,6/4/2012,68023793.95,89438692.05,33854434.49,8975361.702,114632689.8
BUY,6/5/2012,130585718.3,84193423.66,60138159.76,16537993.93,138102988.3
BUY,6/6/2012,98351581.3,49323465.7,41201338.11,11518653.67,94955055.22
BUY,6/7/2012,83798825.07,40531775.93,28969030.03,6092199.449,89269371.52
BUY,6/10/2012,56308027.08,24710716.92,19768573.54,4375012.176,56794139.54
BUY,6/11/2012,117514308.8,50363275.2,26692535.86,14269594.64,126915453.5
BUY,6/12/2012,111419578.3,62401916.71,46062696.18,11993683.16,115765115.7
BUY,6/13/2012,183756555.4,89690699.64,56603581.79,16953729.81,199889943.4
BUY,6/14/2012,180392617.3,124840237.7,96453582.18,18924437.01,189854835.8
BUY,6/18/2012,128430130.1,86695715.94,53136083.96,16994941.83,144994820.2
BUY,6/19/2012,138249074.4,105576453.6,67783496.78,16580135.9,159461895.3
BUY,6/20/2012,145176927.4,92818035.57,61878690.38,52834881.79,123281390.8
BUY,6/21/2012,111714195.6,79250241.36,50987504.68,25398270.12,114578662.2
BUY,6/24/2012,137394507.4,52376911.64,10816970.88,18407827.64,160546620.5
BUY,6/25/2012,354222712.2,165165428.8,96086806.09,49861261.54,373440073.4
BUY,6/26/2012,298119486.7,221252441.3,122052403.1,37914150.74,359405374.2
BUY,6/27/2012,290268636.4,107359632.6,72765973.23,38172313.82,286689981.9
BUY,6/28/2012,351217081.3,436265163.7,63786061.85,354367010.3,369329172.9
BUY,7/2/2012,503069387.1,248902790.9,141370769.5,55645941.17,554955467.4
BUY,7/3/2012,396837819.4,216512751.6,149964214.6,65689846.15,397696510.2
BUY,7/4/2012,317386744.4,70616610.61,43844379.12,39964345.57,304194630.3
BUY,7/5/2012,281209883.5,120518521.5,67088643.64,26915803.14,307723958.2
BUY,7/8/2012,335141253.1,37652131.89,14352545.32,23075910.53,335364929.1
BUY,7/9/2012,316209428.4,112839999.6,42904942.8,38614448.52,347530036.7
BUY,7/10/2012,216282133,65702395.02,36657988.64,23122731.3,222203808.1
BUY,7/11/2012,221982020.6,94682773.41,67449601.12,25333183.52,223882009.4
BUY,7/12/2012,281570920.9,108416504.2,72147673.63,19889358.68,297950392.7
BUY,7/15/2012,134632642.7,26218782.28,8042571.25,10937896.9,141870956.9
BUY,7/16/2012,212168852.1,80074745.85,55234040.02,22210513.45,214799044.5
BUY,7/17/2012,182727494.8,229749920.2,113431289.1,92807418.38,206238707.5
BUY,7/18/2012,106835372.2,97830091.79,65902279.41,25173852.07,113589332.5
BUY,7/19/2012,200970347.1,99883465.92,70700646.06,25873427.92,204279739
BUY,7/22/2012,152373310,115418096,23030060.92,16603067.17,228158277.9
BUY,7/24/2012,288421350.4,240792136.6,103725843.5,31752809.22,393734834.3
BUY,7/25/2012,158363777.4,53635924.61,24379965.73,22895967.82,164723768.5
BUY,7/26/2012,213015876.5,70627101.52,40560945.85,16734935.7,226347096.4
BUY,7/29/2012,150531034.4,20139072.63,12288247.7,9216185.778,149165673.5
BUY,7/30/2012,219427012,122359611,93307748.08,26317569.97,222161305
BUY,7/31/2012,303252969.7,107658913.3,67800460.7,35338421.94,307773000.4
BUY,8/1/2012,225724567.2,138935476.8,103563452.5,14586401.76,246510189.7
BUY,8/2/2012,254590365.3,199224902.7,152028114.8,24052209.2,277734944
BUY,8/5/2012,206528295.8,81115570.21,15820412.63,14382193.3,257441260.1
BUY,8/6/2012,267735341.6,112031100.4,56205433.42,22785986.52,300775022.1
BUY,8/7/2012,242899031.4,100178696.6,52490892.38,24015440.96,266914472.4
BUY,8/8/2012,227449182,252401413,207295457,17754472.02,254800665.9
BUY,8/9/2012,140963230.6,129081272.4,101536733.1,29704895.33,138802874.5
BUY,8/12/2012,138796424.5,20923281.49,9104023.242,8465144.418,142150538.3
BUY,8/13/2012,217755583.8,223045193.2,106232987.3,68764921.21,265802868.5
BUY,8/14/2012,185528698.4,175422076.7,113699494.1,28515111.23,218736169.7
BUY,8/15/2012,221680858,367895892,272974035.3,54830637.75,261772077
BUY,8/16/2012,289673949,168670907,84335453.5,48584554.74,325424847.8
BUY,8/21/2012,219827250,83382750,61854840,15463710,225891450
BUY,8/22/2012,247007384.8,77149288.17,45057777.55,22690967.11,256407928.3
BUY,8/23/2012,421293752.5,198255883.5,127627225,50803070.15,440499791.2
BUY,8/26/2012,370681777.5,111349142.5,30849978.88,33742164.4,417438776.7
BUY,8/27/2012,459398070.9,176007283.1,97852424.52,31770267.7,505782661.8
BUY,8/28/2012,475124906.1,320729207.9,194188403.8,58893204.44,542772505.7
BUY,8/29/2012,366826047.3,149103695.7,102670018.9,57784131.22,355475592.9
BUY,8/30/2012,495926243.8,167964310.2,81658538.14,47136229.33,535095786.5
BUY,9/2/2012,480370483.3,138663644.7,50760798.5,81712504.9,486560824.6
BUY,9/3/2012,570941640,180297360,95407353,49581774,606249873
BUY,9/4/2012,640141511.2,244031846.8,113174189.8,76038908.79,694960259.4
BUY,9/5/2012,440401375.3,241334499.8,173160912.3,60674492.88,447900469.9
BUY,9/6/2012,494023049.8,163797256.2,93410483.45,48020882.34,516388940.2
BUY,9/9/2012,505082479.8,156886694.2,89365838.49,63549040.7,509054294.8
BUY,9/10/2012,497914890.1,257646399.9,142801083.8,57422658.04,555337548.2
BUY,9/11/2012,718280280.4,257644013.6,155171962.7,89785035.05,730967296.2
BUY,9/12/2012,717432135.9,303097218.1,201044282.7,80621818.97,738863252.3
BUY,9/13/2012,680300239.4,214831654.6,101149904,65344628.26,728637361.7
BUY,9/16/2012,778743927.9,245919135.1,101441643.2,101441643.2,821779776.5
BUY,9/17/2012,1031013619,338194374.3,151982087.2,90367727.54,1126858178
BUY,9/18/2012,955854206.8,224212715.2,108566156.8,119186759.1,952314006.1
BUY,9/19/2012,755818829.2,174992536.8,80980588.84,60502738.79,789328038.4
BUY,9/20/2012,646688258.7,256507633.3,116512270.1,67739691.9,718943930
BUY,9/23/2012,547025212,111248208,39496405.2,55953240.7,562823774.1
BUY,9/24/2012,574479419.1,248556997.9,158022992.1,51028257.85,613985167.1
BUY,9/25/2012,681120572.6,307443393.4,195735665.3,75130861.42,717697439.3
BUY,9/26/2012,593370451.9,184310350.1,80101122.61,48216209.72,649363469.7
BUY,9/27/2012,632448620.5,130456832.5,64084058.05,76290545.3,622530849.6
BUY,9/30/2012,460249961.3,73064014.71,30398896.63,30398896.63,472516182.7
BUY,10/1/2012,622500436.2,227909995.8,149672236,69733655.42,631004540.5
BUY,10/2/2012,368095080.3,178040053.7,63351675.54,79735729.56,403047728.9
BUY,10/3/2012,288817745.1,170351960.9,105149862.7,37192746.19,316827097.1
BUY,10/4/2012,487020551,176495186,106826033.7,108153065.1,448536638.2
BUY,10/8/2012,383639608.6,208396824.4,86437319.22,89989537.82,415609576
BUY,10/9/2012,440024737.6,230744679.4,124092342.1,47624628.61,499052446.2
BUY,10/10/2012,377733868.5,196329761.5,101609262.5,83239226.35,389215141.1
BUY,10/11/2012,712292843.4,110216213.6,63333197.39,37012907.57,722162952
BUY,10/14/2012,324254900.1,58572608.88,31009028.23,20289857.98,331528622.8
BUY,10/15/2012,322289967.8,124095029.2,82134839.45,22765634.85,341484522.7
BUY,10/16/2012,351699636.4,215557841.6,119124070.4,76579759.53,371553648.1
BUY,10/17/2012,374741959.4,224845175.6,113321968.5,65954584.85,420310581.6
BUY,10/18/2012,381166454.5,198113871.5,120490307.8,59086593.25,399703424.9
BUY,10/21/2012,280654433.1,62443895.88,39799406.16,26075473,277223449.8
BUY,10/22/2012,243434937.8,81144979.25,51932786.72,24018913.86,248628216.4
BUY,10/23/2012,315629594,64189412.01,34943348.55,28106606.44,316769051
BUY,10/24/2012,404280428.9,181633236.2,98433495.72,49216747.86,438849335.1
BUY,10/29/2012,341890854.2,237585169.8,191227087.9,38824893.61,349424042.5
BUY,10/30/2012,412230669.3,111569418.7,48713408.18,35618405.98,439468273.8
BUY,10/31/2012,308158878.6,93612801.44,65087012.16,19285040.64,317399627.2
BUY,11/1/2012,421912938.7,108795160.3,74299133.86,46171604.61,410237360.5
BUY,11/4/2012,296224672.5,87983722.46,39189256.29,44183965.43,300835173.3
BUY,11/5/2012,312273195.3,177183223.7,94954545.29,47477272.64,347024601.1
BUY,11/6/2012,225226844.3,127240830.7,99748352.03,15156110.03,237563213
BUY,11/7/2012,257982006.2,152817366.8,102699843.3,38204341.69,269895188.1
BUY,11/8/2012,190894859.7,156186703.4,136403054.3,16312833.46,194365675.3
BUY,11/11/2012,172862208.8,25374269.18,13281844.03,14273026.42,170681607.6
BUY,11/12/2012,234848775.9,76621749.15,56999106.08,17753819.93,236717599
BUY,11/13/2012,217790099,134051741,93589929.44,17943933.84,239956134.9
BUY,11/14/2012,223941082.5,148673031.5,114765147.1,15277178.67,242571788.2
BUY,11/18/2012,225535998.4,54285339.57,27702312.46,19587493.66,232251710.5
BUY,11/19/2012,307239179.6,94906343.43,65549720.25,28954477.66,307641325.1
BUY,11/20/2012,259284196.3,130031413.7,80977646.88,30755933.19,277971345.5
BUY,11/21/2012,211600108.4,124273079.6,78258452.8,19480644.9,238134090.3
BUY,11/22/2012,198141071.7,63604069.26,47637615.66,9946315.358,204161210
BUY,11/25/2012,176354032.2,152051986.8,66666421.86,54843805.17,206895792
BUY,11/26/2012,262645089,146459411,63411197.5,79775377.5,265917925
BUY,11/27/2012,142037321,75145127.01,47128591.22,28233718.24,141820138.5
BUY,11/28/2012,295151896.4,144716801.6,91932557.88,54983587.25,292952552.9
BUY,11/29/2012,224717539,138315642,80593366.18,58811375.32,223628439.5
BUY,12/2/2012,159206851,40550803.97,31961224.8,12584732.27,155211697.9
BUY,12/3/2012,134023718.9,92750763.14,77556872.84,20182928.9,129034680.3
BUY,12/4/2012,242884889,136622750,83871188.22,37950763.9,257685686.9
BUY,12/5/2012,226595860.5,131941893.5,113297930.3,18643963.21,226595860.5
BUY,12/6/2012,251472524,154783573,101564024.3,36969304.83,267722767.9
BUY,12/9/2012,133656082.8,89104055.2,64377679.88,8019364.968,150363093.2
BUY,12/10/2012,158452815.6,126022616.4,89325285.65,13085869.87,182064276.5
BUY,12/11/2012,105687072.6,61275127.4,52426130.8,13356976,101179093.2
BUY,12/12/2012,304255957.4,163111104.6,115439664.3,47204073.26,304723324.4
BUY,12/13/2012,334877170.6,134796280.4,85010894.63,61996895.53,322665660.8
BUY,12/16/2012,304199341,134760747,93498498.74,36433687.3,309027902
BUY,12/17/2012,329230115.4,114476239.6,72324135.87,22629024.11,348309488.7
BUY,12/18/2012,300552637.9,150795369.1,34392718.13,91443106.22,325512182.6
BUY,12/19/2012,388145076.9,174384020.1,94504888.3,76503957.19,391520251.5
BUY,12/20/2012,414674734.2,162063421.8,89394414.18,57097077.44,430246664.4
BUY,12/23/2012,357234801.9,52438136.06,32364162.1,32364162.1,344944613.8
BUY,12/24/2012,249050743.8,73972270.21,48453452.1,27456956.19,247112605.7
BUY,12/25/2012,239246218.6,468582830.4,32560136.25,19819213.37,655449699.4
BUY,12/26/2012,261510990.9,99193824.13,18395945.57,18395945.57,323912923.9
BUY,12/27/2012,313420684,160024458,101790705.5,51132075.34,320522361.1
BUY,12/30/2012,261264246.7,85700224.34,44411452.29,25328406.38,277224612.3
BUY,12/31/2012,296041994,134877939,75841908.21,49555792.3,305522232.5
BUY,1/2/2013,386120597.9,157711230.1,61996828.39,82118606.03,399716393.6
BUY,1/3/2013,402957684.2,155929533.8,70419789.47,58124270.67,430343157.9
BUY,1/6/2013,362818751.6,113321342.4,30472966.02,68088033.44,377579094.5
BUY,1/8/2013,390961660.3,238606230.7,112692652.5,86250801.07,430624437.4
BUY,1/9/2013,410224451.8,230751254.2,146142461,71148303.37,423684941.7
BUY,1/10/2013,347104712.1,155217591.9,100464460.8,35162561.28,366695281.9
BUY,1/13/2013,275321819.8,134383269.2,74156621.11,26221125.7,309327342.2
BUY,1/14/2013,252556533.6,112409555.4,81022471.76,27007490.59,256936126.7
BUY,1/15/2013,258746023.3,148087346.7,103742509.4,32953502.97,270137357.7
BUY,1/16/2013,208241612,129812953,86541968.64,26706310.64,224468231.2
BUY,1/17/2013,247948024.3,130598577.7,88579904.87,34447740.78,255518956.4
BUY,1/20/2013,237298613.8,105618458.2,52123394.94,35663375.49,255130301.6
BUY,1/21/2013,276030264.5,130494425.5,79272314.55,31708925.82,295543449.6
BUY,1/22/2013,187994604.4,194886463.6,116395844.7,23738626.22,242746597.1
BUY,1/27/2013,205836730.5,226593375.5,191134106.9,22918795.62,218377203.5
BUY,1/27/2013,261300588.9,755433220.1,647659436.3,55920359.5,313154013.2
BUY,1/28/2013,197882781.2,124401878.8,86694573.54,18047940.96,217542145.5
BUY,1/29/2013,312583779.5,175066422.5,86801735.96,89727637.17,311120828.9
BUY,1/30/2013,140836358.4,132632298.6,83954877.7,16134650.76,173379128.5
BUY,1/31/2013,294470571.3,157865175.7,85943791.93,53827953.89,313016336.9
BUY,2/3/2013,328845771.8,102710359.2,21577806.55,77248547.45,332729777
BUY,2/4/2013,349779588.9,161594079.1,103297480.9,50625993.13,357450193.9
BUY,2/5/2013,294537947.2,116827900.8,89266389.02,42370682.34,279728776.6
BUY,2/6/2013,424604313.7,151520942.3,80657535.84,38024266.9,457443453.3
BUY,2/7/2013,214370857.5,128622514.5,86091336.37,25038516.16,231863519.5
BUY,2/10/2013,225811717.8,73276650.16,30327560.52,40496565.03,228264242.5
BUY,2/11/2013,174842919.1,95393431.9,54506672,15133235.66,200596443.3
BUY,2/12/2013,373607419.3,127206815.7,43070024.21,54588751.62,403155459.2
BUY,2/13/2013,292109861.4,88241520.62,49323967.22,13749702.46,317277712.3
BUY,2/14/2013,193857672.9,84273852.08,71757933.45,15019102.35,191354489.2
BUY,2/17/2013,258328831.1,55177031.89,17869834.19,10972705.21,284663323.6
BUY,2/18/2013,251191208.4,101110626.6,70108065.17,13387469.73,268806300.1
BUY,2/19/2013,303162591.2,134933638.8,101200229.1,30666736.1,306229264.8
BUY,2/20/2013,180307114.4,147524002.7,117363539.9,18030711.44,192436865.7
BUY,2/21/2013,159410566.6,135794186.4,115129853.7,13579418.64,166495480.7
BUY,2/24/2013,167572294.6,65815302.35,49944945.76,11202604.66,172240046.6
BUY,2/25/2013,176141529.4,86364475.65,64576477.23,11550264.22,186379263.6
BUY,2/26/2013,147589399.6,56828051.38,28414025.69,16762230.98,159241194.3
BUY,2/27/2013,171198560.3,90572938.65,53139614.3,20418176.92,188213707.8
BUY,2/28/2013,199195276,113023025,71497990.93,16859788.25,223860521.8
BUY,3/3/2013,172883331.4,58863761.62,18771514.53,28968386.63,184007191.8
BUY,3/4/2013,311147671.8,161003575.2,109066938.1,40605007.24,322479301.7
BUY,3/5/2013,168600020.7,126155260.3,54529726.99,25938464.73,214287089.3
BUY,3/6/2013,138395747,236660478,118517767.1,93389000.03,163149457.9
BUY,3/7/2013,174499756.1,199161391.9,129286757.2,34750486.76,209623904
