NETFLOW,Date,Retail,Institutional,Foreign,Regional,Local
NETFLOW,4/11/2011,38477163.56,-38477163.56,-67793097.71,28094436.89,39698660.82
NETFLOW,4/12/2011,-13398614.74,13398614.74,9570439.1,3349653.685,-12920092.79
NETFLOW,4/13/2011,21719838.15,-21719838.15,-27289027.42,0,27289027.42
NETFLOW,4/14/2011,5319132.248,-5319132.248,-35239251.14,-11303156.03,46542407.17
NETFLOW,4/17/2011,-6118898.606,6118898.606,5829491.24,1198973.376,-7028464.615
NETFLOW,4/18/2011,19803501.1,-19803501.1,-19803501.1,7728195.552,12075305.55
NETFLOW,4/19/2011,-30151242.34,30151242.34,24352926.51,-18941165.06,-5411761.446
NETFLOW,4/20/2011,-30965293.1,30965293.1,-7520142.61,3538890.64,3981251.97
NETFLOW,4/21/2011,15664246.11,-15664246.11,-36832146.26,-9313876.066,46146022.33
NETFLOW,4/26/2011,-2723222.97,2723222.97,-12254503.37,-2178578.376,14433081.74
NETFLOW,4/27/2011,11518820.3,-11518820.3,-21673569.78,-1394383.51,23067953.29
NETFLOW,4/28/2011,6727839.76,-6727839.76,108486416.1,17324187.38,-125810603.5
NETFLOW,5/2/2011,1273296.794,-1273296.794,-20110599.36,1385646.511,18724952.85
NETFLOW,5/3/2011,-2800822.746,2800822.746,-20539366.8,16338132.69,4201234.119
NETFLOW,5/4/2011,12540269.04,-12540269.04,-12540269.04,-13680293.5,26220562.53
NETFLOW,5/5/2011,1003952.288,-1003952.288,-2058102.191,-6877073.174,8935175.365
NETFLOW,5/8/2011,-265154.7501,265154.7501,-1234442.67,-8588067.739,9822510.409
NETFLOW,5/9/2011,-7725225.568,7725225.568,29161496.53,-16946035.3,-12215461.23
NETFLOW,5/10/2011,-1077298.77,1077298.77,5925143.235,-5925143.235,0
NETFLOW,5/11/2011,-30239109.59,30239109.59,-14141673.14,21563544.15,-7421871.011
NETFLOW,5/12/2011,12570959.53,-12570959.53,-61346282.48,27153272.57,34193009.91
NETFLOW,5/15/2011,367065.913,-367065.913,-12847306.96,2569461.391,10277845.56
NETFLOW,5/16/2011,-15915286.81,15915286.81,-9047279.227,12481283.02,-3434003.794
NETFLOW,5/17/2011,-30707197.58,30707197.58,-9667080.719,29001242.16,-19334161.44
NETFLOW,5/18/2011,-7476392.483,7476392.483,6679727.71,22061486.02,-28741213.73
NETFLOW,5/19/2011,-30777913.6,30777913.6,-35236145.41,33839590.87,1396554.544
NETFLOW,5/22/2011,-67556770.71,67556770.71,22900600.24,18892995.2,-41793595.44
NETFLOW,5/23/2011,28977684.87,-28977684.87,-36537080.92,-8819295.394,45356376.31
NETFLOW,5/24/2011,1044403.686,-1044403.686,-130550460.8,120106423.9,10444036.86
NETFLOW,5/25/2011,-66707024.23,66707024.23,60472722.9,1246860.266,-61719583.17
NETFLOW,5/26/2011,-43069972.4,43069972.4,-7714024.908,38570124.54,-30856099.63
NETFLOW,5/29/2011,14779917.55,-14779917.55,90607320.65,-26346809.55,-64260511.1
NETFLOW,5/30/2011,-13057705.7,13057705.7,-11425492.49,43525685.68,-32100193.19
NETFLOW,5/31/2011,130915784.5,-130915784.5,-163867376.5,-12468169.95,176335546.5
NETFLOW,6/1/2011,50605663.89,-50605663.89,-56860296.5,20469706.74,36390589.76
NETFLOW,6/2/2011,77256444.71,-77256444.71,-69387732.75,7868711.961,61519020.79
NETFLOW,6/5/2011,-2282715.834,2282715.834,-15979010.84,28533947.93,-12554937.09
NETFLOW,6/6/2011,-2499776.815,2499776.815,-23497902.06,-2999732.178,26497634.24
NETFLOW,6/7/2011,32923800.49,-32923800.49,-37191700.55,13413400.2,23778300.35
NETFLOW,6/8/2011,11177090.18,-11177090.18,110716.4593,-1760918.925,1650202.466
NETFLOW,6/9/2011,30049027,-30049027,-42364202,4433463,37930739
NETFLOW,6/12/2011,49756122.93,-49756122.93,15629074.76,-27832598.89,12203524.13
NETFLOW,6/13/2011,28042387.58,-28042387.58,-29759268.45,2861468.12,26897800.33
NETFLOW,6/14/2011,20002802.95,-20002802.95,-8388272.204,-2581006.832,10969279.04
NETFLOW,6/15/2011,34404648.07,-34404648.07,-46518960.77,1938290.032,44580670.74
NETFLOW,6/16/2011,54672225.84,-54672225.84,-83375144.41,-5467222.584,88842366.99
NETFLOW,6/19/2011,14905726.13,-14905726.13,-1242143.844,-3105359.61,4347503.454
NETFLOW,6/20/2011,26620347.16,-26620347.16,-34606451.31,-13975682.26,48582133.57
NETFLOW,6/21/2011,68316131.71,-68316131.71,-43765021.88,-19213912.04,62978933.92
NETFLOW,6/22/2011,48452277.66,-48452277.66,-15573946.39,0,15573946.39
NETFLOW,6/23/2011,54656203.42,-54656203.42,-47697284.38,24790229.54,22907054.84
NETFLOW,6/26/2011,22711902.34,-22711902.34,-1436635.571,-1266851.367,2703486.938
NETFLOW,6/27/2011,58933208.62,-58933208.62,-63913479.78,9960542.303,53952937.47
NETFLOW,6/28/2011,34798184.9,-34798184.9,-24181789.5,1179599.488,23002190.02
NETFLOW,6/29/2011,-14157339.69,14157339.69,-12134862.59,12134862.59,0
NETFLOW,6/30/2011,-15368151.58,15368151.58,17732482.59,6501910.283,-24234392.87
NETFLOW,7/3/2011,1464945.248,-1464945.248,15381925.1,-732472.624,-14649452.48
NETFLOW,7/4/2011,-30385791.5,30385791.5,24379297.83,-2119938.942,-22259358.89
NETFLOW,7/5/2011,-416798.3628,416798.3628,-5603622.433,8428589.114,-2824966.681
NETFLOW,7/6/2011,-3315659.402,3315659.402,-2224981.967,-3184778.11,5409760.078
NETFLOW,7/7/2011,-23409683.26,23409683.26,4830569.562,-14863290.96,10032721.4
NETFLOW,7/10/2011,15552270.01,-15552270.01,-6294966.431,9627595.718,-3332629.287
NETFLOW,7/11/2011,31620826.96,-31620826.96,-43645648.48,35629100.8,8016547.68
NETFLOW,7/12/2011,-24197534.48,24197534.48,-2419753.448,9074075.43,-6654321.982
NETFLOW,7/13/2011,36213782.08,-36213782.08,-44491217.98,-11898814.11,56390032.1
NETFLOW,7/14/2011,38045642.44,-38045642.44,-33593492.79,1618963.508,31974529.28
NETFLOW,7/17/2011,24057839.83,-24057839.83,-13597909.47,2091986.072,11505923.4
NETFLOW,7/18/2011,32449000.38,-32449000.38,-33250210.27,10015123.58,23235086.69
NETFLOW,7/19/2011,18457721.69,-18457721.69,-29942526.29,20508579.65,9433946.639
NETFLOW,7/20/2011,13492193,-13492193,-31481783.68,21987277.49,9494506.188
NETFLOW,7/21/2011,7902189.498,-7902189.498,-23330273.76,12794021.09,10536252.66
NETFLOW,7/25/2011,-27184007.09,27184007.09,26499372.84,1167905.49,-27667278.33
NETFLOW,7/26/2011,-11940000,11940000,18706000,-9154000,-9552000
NETFLOW,7/27/2011,2550455.732,-2550455.732,-10142510,4863659.768,5278850.236
NETFLOW,7/28/2011,3027231.879,-3027231.879,70058794.91,-7784310.546,-62274484.37
NETFLOW,7/31/2011,-34605284.49,34605284.49,-10856559.84,15606304.77,-4749744.93
NETFLOW,8/1/2011,-10268897.93,10268897.93,17762418.05,-14431964.66,-3330453.384
NETFLOW,8/2/2011,12862302.85,-12862302.85,-18616490.97,-11508376.24,30124867.21
NETFLOW,8/3/2011,11248009.54,-11248009.54,-17230993.34,-10290732.14,27521725.48
NETFLOW,8/4/2011,1647209.924,-1647209.924,-12246647.7,-179044.557,12425692.26
NETFLOW,8/7/2011,6050996.177,-6050996.177,-31528874.82,-5732522.694,37261397.51
NETFLOW,8/8/2011,-6803882.71,6803882.71,1432396.36,-9668675.43,8236279.07
NETFLOW,8/9/2011,24251223.01,-24251223.01,-50490251.19,7553659.627,42936591.56
NETFLOW,8/10/2011,7452393.788,-7452393.788,-5099006.276,-784462.504,5883468.78
NETFLOW,8/11/2011,14731121.83,-14731121.83,-4629781.145,-20623570.56,25253351.7
NETFLOW,8/14/2011,17922146.4,-17922146.4,-4928590.26,10753287.84,-5824697.58
NETFLOW,8/15/2011,8227414.566,-8227414.566,-21025615,45403139.64,-24377524.64
NETFLOW,8/16/2011,34910508.95,-34910508.95,7379457.176,32072256.19,-39451713.36
NETFLOW,8/17/2011,15880211.33,-15880211.33,-15549373.59,22166128.31,-6616754.72
NETFLOW,8/18/2011,-12209505,12209505,26860911,15000249,-41861160
NETFLOW,8/21/2011,7417554.9,-7417554.9,3178952.1,-9007030.95,5828078.85
NETFLOW,8/22/2011,88497642.21,-88497642.21,6589555.848,12405368.28,-18994924.13
NETFLOW,8/23/2011,-4526100,4526100,4299795,1810440,-6110235
NETFLOW,8/24/2011,11628432,-11628432,9686579,-10759915,1073336
NETFLOW,8/25/2011,5989542.363,-5989542.363,-855648.909,8556489.09,-7700840.181
NETFLOW,8/28/2011,-70778226.48,70778226.48,-1801627.583,257375.369,1544252.214
NETFLOW,8/29/2011,9653328,-9653328,-11865549,201111,11664438
NETFLOW,9/4/2011,13639888.52,-13639888.52,-5455955.406,-247997.973,5703953.379
NETFLOW,9/5/2011,-35455659.61,35455659.61,12427756.98,32897003.76,-45324760.74
NETFLOW,9/6/2011,-21213143.58,21213143.58,219637625,-8811613.485,-210826011.5
NETFLOW,9/7/2011,-24934078,24934078,-36390276,52226785,-15836509
NETFLOW,9/8/2011,-24829398,24829398,19528740,3347784,-22876524
NETFLOW,9/11/2011,22707345.76,-22707345.76,-15069420.37,4335038.736,10734381.63
NETFLOW,9/12/2011,11526748.88,-11526748.88,1152674.888,-13832098.66,12679423.77
NETFLOW,9/13/2011,28942358,-28942358,-19199386,-14614458,33813844
NETFLOW,9/14/2011,22413868.82,-22413868.82,-30224762.5,14263371.07,15961391.43
NETFLOW,9/15/2011,71433093.58,-71433093.58,-45790444.6,-9615993.366,55406437.97
NETFLOW,9/18/2011,5422648.616,-5422648.616,-2711324.308,-5035316.572,7746640.88
NETFLOW,9/19/2011,2363725.104,-2363725.104,5022915.846,-9454900.416,4431984.57
NETFLOW,9/20/2011,35639353.62,-35639353.62,-15443719.9,10691806.09,4751913.816
NETFLOW,9/21/2011,11037788.12,-11037788.12,11687069.77,-3895689.924,-7791379.848
NETFLOW,9/22/2011,-1853002.62,1853002.62,9882680.64,-21618363.9,11735683.26
NETFLOW,9/25/2011,-11165427.95,11165427.95,13845130.66,-6699256.77,-7145873.888
NETFLOW,9/26/2011,-19283706,19283706,13659291.75,-8034877.5,-5624414.25
NETFLOW,9/27/2011,-23612145,23612145,29429630,7528510,-36958140
NETFLOW,9/28/2011,-56355033,56355033,26175835,4927216,-31103051
NETFLOW,9/29/2011,914064.408,-914064.408,6703138.992,-1828128.816,-4875010.176
NETFLOW,10/2/2011,64392736,-64392736,-59894714,51135408,8759306
NETFLOW,10/3/2011,4095502.797,-4095502.797,5163894.831,1246457.373,-6410352.204
NETFLOW,10/4/2011,14051064.3,-14051064.3,15476534.59,2443663.356,-17920197.94
NETFLOW,10/5/2011,10183605.85,-10183605.85,16972676.42,-969867.224,-16002809.2
NETFLOW,10/9/2011,-12650106.07,12650106.07,16866808.09,1459627.623,-18326435.71
NETFLOW,10/10/2011,6658618.681,-6658618.681,-429588.302,-3221912.265,3651500.567
NETFLOW,10/11/2011,-534644.154,534644.154,-8821628.541,11227527.23,-2405898.693
NETFLOW,10/12/2011,25154713.6,-25154713.6,-38046504.32,13835092.48,24211411.84
NETFLOW,10/13/2011,19452219.85,-19452219.85,-55045643.39,48423611.11,6622032.288
NETFLOW,10/16/2011,-632902.899,632902.899,7383867.155,-3797417.394,-3586449.761
NETFLOW,10/17/2011,-31405788.4,31405788.4,21953560.82,9147317.01,-31100877.83
NETFLOW,10/18/2011,12594465.93,-12594465.93,-22361602.78,5911688.091,16449914.69
NETFLOW,10/19/2011,0,0,9264150,-5558490,-3705660
NETFLOW,10/20/2011,5446282.996,-5446282.996,-9654774.402,-3218258.134,12873032.54
NETFLOW,10/23/2011,1687730.994,-1687730.994,4125564.652,-7688552.306,3562987.654
NETFLOW,10/24/2011,-11732101.19,11732101.19,-1234958.02,9262185.15,-8027227.13
NETFLOW,10/25/2011,-13816055,13816055,11806447,-6028824,-5777623
NETFLOW,10/26/2011,-14925255,14925255,11583780,11806545,-23390325
NETFLOW,10/27/2011,-21973953.08,21973953.08,-10472965.94,12657510.99,-2184545.043
NETFLOW,10/30/2011,-27573101.89,27573101.89,36450700.39,1410459.575,-37861159.97
NETFLOW,10/31/2011,-30197700,30197700,36098400,1388400,-37486800
NETFLOW,11/1/2011,10474005.9,-10474005.9,-1885321.062,-7541284.248,9426605.31
NETFLOW,11/2/2011,-65547100.62,65547100.62,4511338.909,2388355.893,-6899694.802
NETFLOW,11/3/2011,2067460.8,-2067460.8,18813893.28,-1860714.72,-16953178.56
NETFLOW,11/9/2011,8336429.997,-8336429.997,16672859.99,3370046.169,-20042906.16
NETFLOW,11/10/2011,-29498196,29498196,-767555.1,-2498316.6,3265871.7
NETFLOW,11/13/2011,168198,-168198,-7064316,-2186574,9250890
NETFLOW,11/14/2011,10777804.86,-10777804.86,-20593305.71,7121049.637,13472256.07
NETFLOW,11/15/2011,9637940,-9637940,-24094850,2780175,21314675
NETFLOW,11/16/2011,116758359.5,-116758359.5,-143425392.2,84685847.15,58739545.04
NETFLOW,11/17/2011,15631792.94,-15631792.94,-28734913.5,-1609155.156,30344068.66
NETFLOW,11/20/2011,10042111.15,-10042111.15,-10242953.37,-6828635.582,17071588.96
NETFLOW,11/21/2011,14200058.11,-14200058.11,-31292720.64,19985266.96,11307453.68
NETFLOW,11/22/2011,27614407.59,-27614407.59,-20334245.59,20083205.52,251040.069
NETFLOW,11/23/2011,25661280,-25661280,-23522840,7217235,16305605
NETFLOW,11/24/2011,19587449.93,-19587449.93,-14062784.57,2008969.224,12053815.34
NETFLOW,11/29/2011,83321302.4,-83321302.4,-80405056.82,24163177.7,56241879.12
NETFLOW,11/30/2011,-2873328.31,2873328.31,-11205980.41,10343981.92,861998.493
NETFLOW,12/1/2011,3497826.266,-3497826.266,-13991305.06,-10811463,24802768.07
NETFLOW,12/4/2011,0,0,-4802454.864,-1200613.716,6003068.58
NETFLOW,12/5/2011,14992682,-14992682,-32384193.12,6596780.08,25787413.04
NETFLOW,12/6/2011,6881253.723,-6881253.723,-15036813.69,-6626392.474,21663206.17
NETFLOW,12/7/2011,26964615.34,-26964615.34,-46876946.67,-9126485.192,56003431.86
NETFLOW,12/8/2011,-6629669.701,6629669.701,-1455293.349,-27003776.59,28459069.94
NETFLOW,12/11/2011,23881702.06,-23881702.06,-31487339.66,760563.76,30726775.9
NETFLOW,12/12/2011,24121669.03,-24121669.03,-36817284.31,4655058.936,32162225.38
NETFLOW,12/13/2011,9458970.02,-9458970.02,-19081025.73,4729485.01,14351540.72
NETFLOW,12/14/2011,11685868.13,-11685868.13,-9162782.964,663969.78,8498813.184
NETFLOW,12/15/2011,11670260.32,-11670260.32,-8226576.949,382631.486,7843945.463
NETFLOW,12/18/2011,13606399.66,-13606399.66,-10514036.1,927709.068,9586327.036
NETFLOW,12/19/2011,9418462.994,-9418462.994,-24743419.73,1277079.728,23466340
NETFLOW,12/20/2011,21403075.24,-21403075.24,-20488413.9,7317290.68,13171123.22
NETFLOW,12/21/2011,9332389.331,-9332389.331,-17132595.34,-5432286.327,22564881.67
NETFLOW,12/22/2011,32473427.52,-32473427.52,-49927894.81,1623671.376,48304223.44
NETFLOW,12/25/2011,15221318.42,-15221318.42,-8006018.13,-2569832.98,10575851.11
NETFLOW,12/26/2011,4351221.4,-4351221.4,-4177172.544,696195.424,3480977.12
NETFLOW,12/27/2011,11549108.74,-11549108.74,-10499189.76,-10499189.76,20998379.52
NETFLOW,12/28/2011,-24999776.36,24999776.36,387593.432,-9108445.652,8720852.22
NETFLOW,12/29/2011,-6300392.455,6300392.455,-7560470.946,-5040313.964,12600784.91
NETFLOW,1/2/2012,14718943.53,-14718943.53,-2563945.002,1329452.964,1234492.038
NETFLOW,1/3/2012,4072051.5,-4072051.5,1071592.5,-2357503.5,1285911
NETFLOW,1/4/2012,702456.713,-702456.713,1806317.262,-1505264.385,-301052.877
NETFLOW,1/5/2012,-774031.1403,774031.1403,1439096.732,-3808158.062,2369061.33
NETFLOW,1/9/2012,-15705264.8,15705264.8,-51895657.6,59577580.6,-7681923
NETFLOW,1/10/2012,17809275.57,-17809275.57,-14712010.25,-2322948.987,17034959.24
NETFLOW,1/11/2012,-3613575.34,3613575.34,2890860.272,-10298689.72,7407829.447
NETFLOW,1/12/2012,-27155785.64,27155785.64,41506404.06,-41506404.06,0
NETFLOW,1/15/2012,-14639041.75,14639041.75,15009650.41,-555912.978,-14453737.43
NETFLOW,1/16/2012,-26268850.82,26268850.82,16212806.36,-1026126.985,-15186679.38
NETFLOW,1/17/2012,-29982945.26,29982945.26,29207524.26,-6978788.982,-22228735.28
NETFLOW,1/18/2012,-26701987.58,26701987.58,19811152.07,-14930143.59,-4881008.482
NETFLOW,1/19/2012,-20354410.1,20354410.1,19385152.48,-8238689.804,-11146462.68
NETFLOW,1/22/2012,-80018802.25,80018802.25,90261208.94,-30727220.06,-59533988.87
NETFLOW,1/23/2012,2553035.771,-2553035.771,10444237.25,5106071.542,-15550308.79
NETFLOW,1/24/2012,-42003680.84,42003680.84,60287636.02,-43980324.64,-16307311.38
NETFLOW,1/26/2012,-51678749.97,51678749.97,56257879.71,-9812420.88,-46445458.83
NETFLOW,1/29/2012,-70036348.94,70036348.94,57824882.97,15443912.84,-73268795.82
NETFLOW,1/30/2012,15371463.14,-15371463.14,-36258568.93,-10081871.41,46340440.34
NETFLOW,1/31/2012,7920177.876,-7920177.876,-15231111.3,-1827733.356,17058844.66
NETFLOW,2/1/2012,-4642212.04,4642212.04,8355981.672,464221.204,-8820202.876
NETFLOW,2/2/2012,-6310005.06,6310005.06,-26817521.51,4732503.795,22085017.71
NETFLOW,2/6/2012,8432348.175,-8432348.175,-1349175.708,-20574929.55,21924105.26
NETFLOW,2/7/2012,47295483.17,-47295483.17,-97881086.9,17684398.05,80196688.85
NETFLOW,2/8/2012,32964993.27,-32964993.27,-60935290.59,18480375.02,42454915.57
NETFLOW,2/9/2012,-4890719.897,4890719.897,-30042993.65,-26549622.3,56592615.95
NETFLOW,2/12/2012,-18431952.99,18431952.99,14399963.28,-4031989.717,-10367973.56
NETFLOW,2/13/2012,-48873655.17,48873655.17,-17707846.08,7083138.43,10624707.65
NETFLOW,2/14/2012,96673605.62,-96673605.62,-158820923.5,17263143.86,141557779.7
NETFLOW,2/15/2012,66312752.33,-66312752.33,-21490243.81,-13508153.25,34998397.06
NETFLOW,2/16/2012,58554134.78,-58554134.78,-48458594.3,-7403396.352,55861990.66
NETFLOW,2/19/2012,-10600777.81,10600777.81,2650194.452,1987645.839,-4637840.291
NETFLOW,2/20/2012,-16885392.02,16885392.02,-13508313.62,-16041122.42,29549436.04
NETFLOW,2/21/2012,49513090.59,-49513090.59,-40710763.37,550145.451,40160617.92
NETFLOW,2/22/2012,3060832.698,-3060832.698,-17490472.56,12680592.61,4809879.954
NETFLOW,2/23/2012,74353756.8,-74353756.8,-73610219.23,32715652.99,40894566.24
NETFLOW,2/26/2012,33809784.95,-33809784.95,5409565.592,-15552501.08,10142935.48
NETFLOW,2/27/2012,37183914.06,-37183914.06,-22310348.44,-6817050.911,29127399.35
NETFLOW,2/28/2012,20187798.44,-20187798.44,12235029.36,35481585.14,-47716614.5
NETFLOW,2/29/2012,-19282679.48,19282679.48,-16968757.94,16197450.76,771307.179
NETFLOW,3/1/2012,-11954780.17,11954780.17,-33051451.06,-12658002.53,45709453.6
NETFLOW,3/4/2012,112309007.8,-112309007.8,-111061129.9,61769954.27,49291175.63
NETFLOW,3/5/2012,3837581.634,-3837581.634,17269117.35,1279193.878,-18548311.23
NETFLOW,3/6/2012,-23679570.36,23679570.36,-4735914.072,33940717.52,-29204803.44
NETFLOW,3/7/2012,62866547.59,-62866547.59,-55518509.56,14696076.06,40822433.5
NETFLOW,3/8/2012,81374035.85,-81374035.85,-24473394.24,53229632.47,-28756238.23
NETFLOW,3/11/2012,117526025.3,-117526025.3,11808835.08,-19681391.8,7872556.72
NETFLOW,3/12/2012,103144262.4,-103144262.4,-69606557.46,91754098.47,-22147541.01
NETFLOW,3/13/2012,104170394.5,-104170394.5,-49466388.44,25024172.97,24442215.46
NETFLOW,3/14/2012,38248446.16,-38248446.16,-66175883.04,29141673.26,37034209.77
NETFLOW,3/15/2012,28777768.65,-28777768.65,-25800758.1,-992336.85,26793094.95
NETFLOW,3/18/2012,9262000,-9262000,-210500,-3157500,3368000
NETFLOW,3/19/2012,58073877.12,-58073877.12,-55668450.26,40204991.85,15463458.41
NETFLOW,3/20/2012,56583599.75,-56583599.75,-55754357.34,-6926613.073,62680970.41
NETFLOW,3/21/2012,34050907.1,-34050907.1,-54554679.11,21968327.16,32586351.95
NETFLOW,3/22/2012,6261195.058,-6261195.058,-5272585.312,9227024.296,-3954438.984
NETFLOW,3/25/2012,13605791.92,-13605791.92,14286081.52,-24830570.25,10544488.74
NETFLOW,3/26/2012,-14771400.32,14771400.32,20213495.17,10495468.65,-30708963.82
NETFLOW,3/27/2012,-4258710.69,4258710.69,-4471646.225,-2427465.093,6899111.318
NETFLOW,3/28/2012,2024290.537,-2024290.537,-22286828.98,4784151.997,17502676.98
NETFLOW,3/29/2012,67990739.18,-67990739.18,-58075423.05,-19830632.26,77906055.32
NETFLOW,4/1/2012,-23309539.71,23309539.71,17812006.76,-1319407.908,-16492598.85
NETFLOW,4/2/2012,-1113615.923,1113615.923,19488278.66,-10335747.79,-9152530.869
NETFLOW,4/3/2012,54487967.04,-54487967.04,-58650242.3,37082088.68,21568153.62
NETFLOW,4/4/2012,28543288.18,-28543288.18,-10122261.26,-6512484.265,16634745.52
NETFLOW,4/5/2012,-48267297.93,48267297.93,-13302011.24,3420517.176,9881494.064
NETFLOW,4/8/2012,27738773.64,-27738773.64,-27499646.29,6934693.411,20564952.87
NETFLOW,4/9/2012,-9512525.832,9512525.832,-19331907.34,-13808505.24,33140412.58
NETFLOW,4/10/2012,-28883975.6,28883975.6,-5185195.619,-12875989.12,18061184.74
NETFLOW,4/11/2012,-53927358.74,53927358.74,-75583227.22,1273874.616,74309352.6
NETFLOW,4/12/2012,22517412.57,-22517412.57,-95167932.38,18268844.16,76899088.22
NETFLOW,4/17/2012,10511645.24,-10511645.24,-34688429.29,7095360.537,27593068.76
NETFLOW,4/18/2012,16783657.51,-16783657.51,-33669034.15,-4628220.706,38297254.85
NETFLOW,4/19/2012,85309855.13,-85309855.13,-110437485.2,88722249.33,21715235.85
NETFLOW,4/22/2012,-1244517.724,1244517.724,-6533718.051,-2177906.017,8711624.068
NETFLOW,4/23/2012,16560552.39,-16560552.39,-120103434.7,473158.6398,119630276.1
NETFLOW,4/24/2012,59902125.94,-59902125.94,-141232654.7,32142604.16,109090050.5
NETFLOW,4/26/2012,15015465,-15015465,-22523197.49,-8043999.105,30567196.6
NETFLOW,4/29/2012,-256928.686,256928.686,-11818719.56,-4110858.976,15929578.53
NETFLOW,4/30/2012,36482089.49,-36482089.49,-44199454.57,18241044.74,25958409.83
NETFLOW,5/2/2012,-9991419.34,9991419.34,5709382.48,15343965.42,-21053347.9
NETFLOW,5/3/2012,57038549.09,-57038549.09,-63126933.54,23392213.95,39734719.59
NETFLOW,5/7/2012,15198975.87,-15198975.87,-20898591.82,-712451.994,21611043.82
NETFLOW,5/8/2012,-2327650.02,2327650.02,19528983.67,-7626933.232,-11902050.44
NETFLOW,5/9/2012,5652774.924,-5652774.924,-17623357.12,-12968130.71,30591487.82
NETFLOW,5/10/2012,18498592.13,-18498592.13,-36444987.48,-5245869.41,41690856.89
NETFLOW,5/13/2012,14269179.19,-14269179.19,-37961401.24,13730719.6,24230681.64
NETFLOW,5/14/2012,34246746.86,-34246746.86,-67021681.49,-4035864.084,71057545.57
NETFLOW,5/15/2012,44031009,-44031009,5503876.125,-6971576.425,1467700.3
NETFLOW,5/16/2012,54254203.5,-54254203.5,-30104466.57,2315728.198,27788738.38
NETFLOW,5/17/2012,16054612.1,-16054612.1,-36216217.98,7093898.368,29122319.62
NETFLOW,5/20/2012,-5182439.661,5182439.661,-1974262.728,11352010.69,-9377747.958
NETFLOW,5/21/2012,3195836.908,-3195836.908,-67984166.95,42708002.32,25276164.64
NETFLOW,5/22/2012,33274710.94,-33274710.94,-57859847.68,11232864.2,46626983.48
NETFLOW,5/23/2012,10196779.32,-10196779.32,-85888256.58,89025727.14,-3137470.56
NETFLOW,5/24/2012,63655862.26,-63655862.26,-75780788.4,43784455.52,31996332.88
NETFLOW,5/27/2012,-14208564.93,14208564.93,209887924.1,-12214380.38,-197673543.7
NETFLOW,5/28/2012,-2648090.731,2648090.731,-26962378.35,9147949.798,17814428.55
NETFLOW,5/29/2012,5050123.54,-5050123.54,-66156618.37,63884062.78,2272555.593
NETFLOW,5/30/2012,110741162.9,-110741162.9,-127401337.8,129688028.5,-2286690.679
NETFLOW,5/31/2012,-27736437.86,27736437.86,-31815325.78,61183318.8,-29367993.02
NETFLOW,6/3/2012,0,0,-9060134.214,146131.197,8914003.017
NETFLOW,6/4/2012,5353724.524,-5353724.524,-2834324.748,-4408949.608,7243274.356
NETFLOW,6/5/2012,-429558.284,429558.284,-1073895.71,3006907.988,-1933012.278
NETFLOW,6/6/2012,12847729.09,-12847729.09,4725601.504,-4430251.41,-295350.094
NETFLOW,6/7/2012,10568101.09,-10568101.09,-5594877.045,-1367636.611,6962513.656
NETFLOW,6/10/2012,729168.696,-729168.696,-1701393.624,2754637.296,-1053243.672
NETFLOW,6/11/2012,8393879.2,-8393879.2,-11247798.13,-5036327.52,16284125.65
NETFLOW,6/12/2012,-1738214.95,1738214.95,5040823.355,-6605216.81,1564393.455
NETFLOW,6/13/2012,34454354.13,-34454354.13,-41290535.51,-14492704.52,55783240.02
NETFLOW,6/14/2012,52500051.06,-52500051.06,-55857612.47,610465.71,55247146.76
NETFLOW,6/18/2012,15058809.22,-15058809.22,-25169723.98,5593271.996,19576451.99
NETFLOW,6/19/2012,10484497.7,-10484497.7,-19993693.3,8533893.48,11459799.82
NETFLOW,6/20/2012,39983153.78,-39983153.78,-23561501.34,15945662.52,7615838.816
NETFLOW,6/21/2012,19096443.7,-19096443.7,-16995834.89,763857.748,16231977.15
NETFLOW,6/24/2012,7211313.922,-7211313.922,-27706627.17,1328399.933,26378227.24
NETFLOW,6/25/2012,17659196.79,-17659196.79,-43109215.7,-7271433.974,50380649.68
NETFLOW,6/26/2012,-21813620.98,21813620.98,-20774877.12,-17139273.62,37914150.74
NETFLOW,6/27/2012,44931994.4,-44931994.4,-24255324.41,15905130.76,8350193.649
NETFLOW,6/28/2012,44886487.97,-44886487.97,-374054066.4,322867720.5,51186345.93
NETFLOW,7/2/2012,54141996.82,-54141996.82,-77453134.33,-15791415.74,93244550.07
NETFLOW,7/3/2012,-15333764.28,15333764.28,3986778.711,32568915.32,-36555694.03
NETFLOW,7/4/2012,18624161.04,-18624161.04,14356124.14,19400167.75,-33756291.89
NETFLOW,7/5/2012,-1205185.215,1205185.215,-15265679.39,4017284.05,11248395.34
NETFLOW,7/8/2012,9319834.625,-9319834.625,-11556594.94,6039252.837,5517342.098
NETFLOW,7/9/2012,37327300.24,-37327300.24,-63070265.92,17591026.55,45479239.37
NETFLOW,7/10/2012,58088812.77,-58088812.77,-49629276.93,10151443.01,39477833.92
NETFLOW,7/11/2012,11083267.79,-11083267.79,-2216653.558,3483312.734,-1266659.176
NETFLOW,7/12/2012,389987.425,-389987.425,4679849.1,-5849811.375,1169962.275
NETFLOW,7/15/2012,-8525125.525,8525125.525,1817621.103,48255.4275,-1865876.53
NETFLOW,7/16/2012,47635706.47,-47635706.47,-38283911.34,3506923.176,34776988.16
